numerator,(-89*x+199)/2
denominator,40800
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-17711*x-39603)/2
"(1, 1)",1
"(2, -4)",(701408733*x+1568397607)/2
"(2, -2)",14788685*x+33068505
"(2, 0)",6127650*x+13701150
"(2, 2)",-1670
"(2, 4)",(17711*x-39603)/2
"(3, -5)",-242667195300*x-542620344600
"(3, -3)",-141135062580*x-315587594340
"(3, -1)",-8899946172*x-19900756548
"(3, 1)",-1134514044*x-2535845508
"(3, 3)",15937560
"(3, 5)",-6127650*x+13701150
"(4, -8)",-585676292055*x-1309612001845
"(4, -6)",44921259738360*x+100446990409872
"(4, -4)",45522997595712*x+101792517293376
"(4, -2)",9366058688460*x+20943136005020
"(4, 0)",719624407500*x+1609047832500
"(4, 2)",70227086080*x+155974884120
"(4, 4)",-5140646784
"(4, 6)",1134514044*x-2535845508
"(4, 8)",-14788685*x+33068505
"(5, -11)",-13888945017644*x-31056625195209
"(5, -9)",352463433735672*x+788132197415952
"(5, -7)",-2771837231337780*x-6198016471809380
"(5, -5)",(3605842191567125*x+8062908266762625)/2
"(5, -3)",1561599665649180*x+3491842926077730
"(5, -1)",480022845029232*x+1073359231667392
"(5, 1)",39689815747592*x+88694919957192
"(5, 3)",747470899755*x+1495053396855
"(5, 5)",-203593370875
"(5, 7)",-70227086080*x+155974884120
"(5, 9)",8899946172*x-19900756548
"(5, 11)",(-701408733*x+1568397607)/2
"(6, -12)",5589371883355740*x+12498215482709460
"(6, -10)",-28498565785815000*x-63724730358330000
"(6, -8)",-28040490377348085*x-62700442601726295
"(6, -6)",-75011196853314900*x-167730135451517700
"(6, -4)",-1942285621658760*x-4343080760104968
"(6, -2)",18875184401937240*x+42206112995510160
"(6, 0)",6171181438365000*x+13798484339715000
"(6, 2)",730303220035980*x+1630876181710860
"(6, 4)",-17066166392016*x-37941777222048
"(6, 6)",8470577251800
"(6, 8)",-747470899755*x+1495053396855
"(6, 10)",-719624407500*x+1609047832500
"(6, 12)",141135062580*x-315587594340
"(7, -15)",9610348929338250*x+21489393493492650
"(7, -13)",-370923952011995300*x-829411171181691180
"(7, -11)",-1571355750206856744*x-3513658274296342168
"(7, -9)",673929102001350888*x+1506951284084871912
"(7, -7)",-516830793592486100*x-1155668788811655300
"(7, -5)",-616745736754696800*x-1379085422353747200
"(7, -3)",-356490080112107700*x-797136786275954940
"(7, -1)",77307061950427276*x+172859500358655192
"(7, 1)",38481785314652958*x+86039158132928702
"(7, 3)",6489526818349620*x+14551279473057660
"(7, 5)",251305479644400*x+631581637618800
"(7, 7)",58362689130200
"(7, 9)",17066166392016*x-37941777222048
"(7, 11)",-39689815747592*x+88694919957192
"(7, 13)",-9366058688460*x+20943136005020
"(7, 15)",242667195300*x-542620344600
"(8, -16)",-1802847273782982336*x-4031289057228922944
"(8, -14)",-19010305041876927304*x-42508334346643682568
"(8, -12)",-28903323238682978700*x-64629795537290698740
"(8, -10)",-10569196647111870000*x-23633442172263589200
"(8, -8)",11872082363662577920*x+26546783233478012160
"(8, -6)",7118202903739775568*x+15916785034305040272
"(8, -4)",-1745468080543643700*x-3902986664797981900
"(8, -2)",-1758109199895704800*x-3931271726822242320
"(8, 0)",-451020339470937600*x-1008461208479961600
"(8, 2)",177455139568267560*x+397000288562017480
"(8, 4)",12213233567989900*x+27506726054666100
"(8, 6)",4927114881781056*x+10213546657766112
"(8, 8)",-1340645063933440
"(8, 10)",-251305479644400*x+631581637618800
"(8, 12)",-730303220035980*x+1630876181710860
"(8, 14)",-480022845029232*x+1073359231667392
"(8, 16)",-45522997595712*x+101792517293376
"(9, -19)",-1779016648283757036*x-3978002158666315308
"(9, -17)",-61844030811233575785*x-138287456896509738045
"(9, -15)",-244391127322130730000*x-546475173790072860000
"(9, -13)",-257361220667212108560*x-575477184185226554040
"(9, -11)",-188010327759435385200*x-420403873321816373808
"(9, -9)",(-114017205838607770041*x-254950223184822060693)/2
"(9, -7)",65331069330974463720*x+146084714149064780790
"(9, -5)",61208804039824350000*x+136867038320587230000
"(9, -3)",2698802398668289680*x+6034709618329857120
"(9, -1)",-3589674148193801895*x-8026501014159371523
"(9, 1)",-2252914571253701916*x-5037264774268193178
"(9, 3)",-35327889911627640*x-79300323469455480
"(9, 5)",75346621651260000*x+161568214622280000
"(9, 7)",-16789752322934265*x-44920484439450885
"(9, 9)",6437649248411031
"(9, 11)",-4927114881781056*x+10213546657766112
"(9, 13)",-6489526818349620*x+14551279473057660
"(9, 15)",-6171181438365000*x+13798484339715000
"(9, 17)",-1561599665649180*x+3491842926077730
"(9, 19)",-44921259738360*x+100446990409872
"(10, -22)",23194538179465480*x+51864564075999030
"(10, -20)",(-142802168312632851375*x-319315355681413496125)/2
"(10, -18)",-747513197566700479740*x-1671490323837370577340
"(10, -16)",-1523916836754250668398*x-3407581639038734040498
"(10, -14)",-485426157073647653400*x-1085445885278143576400
"(10, -12)",730255630576140160515*x+1632901231106508617865
"(10, -10)",245641764407739840625*x+549271684029118678125
"(10, -8)",2175892232868769410*x+4865460720845665310
"(10, -6)",-47790908017779234600*x-106863742334326553100
"(10, -4)",(226146588641659606711*x+505679371760206583541)/2
"(10, -2)",32108313371408887560*x+71796093849372580360
"(10, 0)",-8482614951748747500*x-18966745790988772500
"(10, 2)",2458140834201641360*x+5492944205868939360
"(10, 4)",(-2001634686698259459*x-4501328647427840809)/2
"(10, 6)",205127573277045150*x+464075947181208150
"(10, 8)",-157364297851680590*x-352122978504084690
"(10, 10)",-27738892711618750
"(10, 12)",16789752322934265*x-44920484439450885
"(10, 14)",-12213233567989900*x+27506726054666100
"(10, 16)",-38481785314652958*x+86039158132928702
"(10, 18)",-18875184401937240*x+42206112995510160
"(10, 20)",(-3605842191567125*x+8062908266762625)/2
"(10, 22)",585676292055*x-1309612001845
"(11, -23)",109773069802443015260*x+245460046177091992020
"(11, -21)",76920320408385480264*x+171999065284214269752
"(11, -19)",-3061553092637456758470*x-6845840831861954497478
"(11, -17)",-7029514001521995883480*x-15718471156194756018120
"(11, -15)",-2922743453215025430000*x-6535453042006742070000
"(11, -13)",6234274180052975175180*x+13940260856976420312760
"(11, -11)",6621779438377544230488*x+14806748975103940159224
"(11, -9)",2329748352742835762820*x+5209475675662232066412
"(11, -7)",-468574181748672412140*x-1047763664142467792660
"(11, -5)",-694543701086545185000*x-1553047274064655080000
"(11, -3)",-145170603172038203550*x-324611245707243825150
"(11, -1)",148677285581729865624*x+332457275947472356072
"(11, 1)",-42136706217515041960*x-94237328829733593048
"(11, 3)",-812350616793979500*x-1800077932953977400
"(11, 5)",3038414328580162500*x+6872531763137782500
"(11, 7)",-532082713231089580*x-1136859766732171860
"(11, 9)",161010366293368764*x+96945222225205332
"(11, 11)",-747758956397441616
"(11, 13)",157364297851680590*x-352122978504084690
"(11, 15)",-75346621651260000*x+161568214622280000
"(11, 17)",-177455139568267560*x+397000288562017480
"(11, 19)",-77307061950427276*x+172859500358655192
"(11, 21)",1942285621658760*x-4343080760104968
"(11, 23)",2771837231337780*x-6198016471809380
"(12, -26)",-13958609357333872044*x-31212399394363190508
"(12, -24)",2970668428981829984700*x+6642616545815878221300
"(12, -22)",14118083132206619592720*x+31568993595607170431160
"(12, -20)",17861307483728070835200*x+39939097700640399206400
"(12, -18)",1401789226568857716600*x+3134496000742515517320
"(12, -16)",-8171458192508598310050*x-18271935993883059811350
"(12, -14)",-4046745183573447397872*x-9048797311447038829608
"(12, -12)",18365471699071883742720*x+41066443210340681602560
"(12, -10)",21926946954854682129600*x+49030143991942758724800
"(12, -8)",2952150927671815121700*x+6601210164852254634060
"(12, -6)",-2910522340394875553400*x-6508131200504181505800
"(12, -4)",-1480271744760800689152*x-3309983120423342458368
"(12, -2)",-1408154069681550133740*x-3148723793775071347020
"(12, 0)",-22774402084387950000*x-50922539492058450000
"(12, 2)",-39255024070659717000*x-87617887760768656320
"(12, 4)",-45430972085706165504*x-101419583536824553728
"(12, 6)",47722735651053961800*x+107039949447771430200
"(12, 8)",-20555693779575780*x-379333126085267340
"(12, 10)",5905888301808000*x-2462876348895763200
"(12, 12)",-2073905674334807040
"(12, 14)",-161010366293368764*x+96945222225205332
"(12, 16)",-205127573277045150*x+464075947181208150
"(12, 18)",35327889911627640*x-79300323469455480
"(12, 20)",451020339470937600*x-1008461208479961600
"(12, 22)",356490080112107700*x-797136786275954940
"(12, 24)",75011196853314900*x-167730135451517700
"(12, 26)",-352463433735672*x+788132197415952
"(13, -29)",(1100087778366101931*x+2459871053643326447)/2
"(13, -27)",1110487539666645310500*x+2483125626861113064030
"(13, -25)",24424981664001737014800*x+54615919349893812742800
"(13, -23)",69626576098609165461960*x+155689757197052700581480
"(13, -21)",89218586091212163177453*x+199498823356357413799857
"(13, -19)",39748442542976414480744*x+88880219526162286487643
"(13, -17)",20603497510342168224600*x+46070821006036669964240
"(13, -15)",21693056060438179905600*x+48507148053376151284800
"(13, -13)",-42989907100293580285235*x-96128354745238928351655
"(13, -11)",-13873534610663194282452*x-31022166204918169206058
"(13, -9)",-2256368406682141698624*x-5045397930879460170048
