numerator,(89*x-199)/2
denominator,300
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-17711*x-39603)/2
"(1, 1)",1
"(2, -4)",(701408733*x+1568397607)/2
"(2, -2)",30462920*x+68117160
"(2, 0)",-1140090*x-2549190
"(2, 2)",-3440
"(2, 4)",(17711*x-39603)/2
"(3, -5)",45149844180*x+100958120760
"(3, -3)",26940024990*x+60239727270
"(3, -1)",-541757652*x-1211415288
"(3, 1)",73936806*x+165388902
"(3, 3)",-3042180
"(3, 5)",1140090*x-2549190
"(4, -8)",-1206423020760*x-2697643884040
"(4, -6)",-2928661085670*x-6548685270618
"(4, -4)",489490100352*x+1094533140096
"(4, -2)",-44784056730*x-100140126310
"(4, 0)",3921909600*x+8769213600
"(4, 2)",-610800890*x-1360735110
"(4, 4)",-55275264
"(4, 6)",-73936806*x+165388902
"(4, 8)",-30462920*x+68117160
"(5, -11)",-13888945017644*x-31056625195209
"(5, -9)",21455302228962*x+47975514261762
"(5, -7)",24144763589940*x+53989332687640
"(5, -5)",(-9994648938475*x-22348714466175)/2
"(5, -3)",444374316060*x+993652329810
"(5, -1)",-588097304508*x-1315012132028
"(5, 1)",-118840041208*x-265668000528
"(5, 3)",-10187170365*x-22829386065
"(5, 5)",564318725
"(5, 7)",610800890*x-1360735110
"(5, 9)",541757652*x-1211415288
"(5, 11)",(-701408733*x+1568397607)/2
"(6, -12)",-1066905809678970*x-2385673916031630
"(6, -10)",-155315463979200*x-347295935414400
"(6, -8)",403886882281155*x+903118524002385
"(6, -6)",-92673685965600*x-207224661808800
"(6, -4)",27454022659770*x+61389058478622
"(6, -2)",1863646322880*x+4167268590720
"(6, 0)",3468358996200*x+7755094834200
"(6, 2)",-254342612640*x-568937822880
"(6, 4)",22339998534*x+46853532642
"(6, 6)",10465099200
"(6, 8)",10187170365*x-22829386065
"(6, 10)",-3921909600*x+8769213600
"(6, 12)",-26940024990*x+60239727270
"(7, -15)",-1788069277920450*x-3998244453909090
"(7, -13)",1773582387877300*x+3965850782990040
"(7, -11)",4705834054655916*x+10522564837042412
"(7, -9)",-857276939282232*x-1916929511699748
"(7, -7)",-57212131103750*x-127930214448750
"(7, -5)",-377037199768320*x-843080800852080
"(7, -3)",-76309978480050*x-170634207314130
"(7, -1)",33122057809876*x+74063948559552
"(7, 1)",-6868746853122*x-15362725184338
"(7, 3)",-816002431860*x-1816019668680
"(7, 5)",-79266794040*x-134669326680
"(7, 7)",6460632500
"(7, 9)",-22339998534*x+46853532642
"(7, 11)",118840041208*x-265668000528
"(7, 13)",44784056730*x-100140126310
"(7, 15)",-45149844180*x+100958120760
"(8, -16)",-19385276444240256*x-43346795891946624
"(8, -14)",23290298710389116*x+52078691132705412
"(8, -12)",10074594134704800*x+22527477330925920
"(8, -10)",2762165644597800*x+6176390145360120
"(8, -8)",-3728177900533760*x-8336459228436480
"(8, -6)",-205269506773632*x-458996675455008
"(8, -4)",154057155151200*x+344482034506400
"(8, -2)",-498440205985300*x-1114549304596140
"(8, 0)",63018775733760*x+140907150236160
"(8, 2)",27628033199820*x+61834446345460
"(8, 4)",2101155061600*x+4680928778400
"(8, 6)",921113749296*x+2082852850032
"(8, 8)",421001400320
"(8, 10)",79266794040*x-134669326680
"(8, 12)",254342612640*x-568937822880
"(8, 14)",588097304508*x-1315012132028
"(8, 16)",-489490100352*x+1094533140096
"(9, -19)",115983764901852204*x+259347582606895752
"(9, -17)",-17598566226094545*x-39351590388079365
"(9, -15)",-137353952967512400*x-307132775813656800
"(9, -13)",32239834330471530*x+72090461146048170
"(9, -11)",-36684137320143120*x-82028224744362288
"(9, -9)",(-118893824762621481*x-265854674613183813)/2
"(9, -7)",6610708712076840*x+14781994470256230
"(9, -5)",3108408012339000*x+6950612268461400
"(9, -3)",1648124293761360*x+3685343360847840
"(9, -1)",1181305872471585*x+2641449065882277
"(9, 1)",276030825586404*x+617090292696822
"(9, 3)",-224929072477080*x-503142809886360
"(9, 5)",-5687029219200*x-13067598339600
"(9, 7)",-3469164497505*x-8503796455245
"(9, 9)",6712993324071
"(9, 11)",-921113749296*x+2082852850032
"(9, 13)",816002431860*x-1816019668680
"(9, 15)",-3468358996200*x+7755094834200
"(9, 17)",-444374316060*x+993652329810
"(9, 19)",2928661085670*x-6548685270618
"(10, -22)",47777970860695360*x+106834790671518960
"(10, -20)",(395818081910425425*x+885076137875291075)/2
"(10, -18)",-73806239667629280*x-165035769060461280
"(10, -16)",272056103682000442*x+608335941526778262
"(10, -14)",-83057986749393600*x-185723304445481600
"(10, -12)",144000030306767355*x+321993856546811505
"(10, -10)",17190796174177000*x+38439788881821000
"(10, -8)",13887811366319070*x+31054091468801570
"(10, -6)",-1528647647246400*x-3418164014546400
"(10, -4)",(26456041105228231*x+59157466344606501)/2
"(10, -2)",2023054727507520*x+4523641734176320
"(10, 0)",-2035085560966500*x-4550359849801500
"(10, 2)",408809741755520*x+913897921816320
"(10, 4)",(354730513946541*x+790214017368551)/2
"(10, 6)",35043866055600*x+78533088063600
"(10, 8)",-10231805238530*x-24447281666430
"(10, 10)",-1941256414000
"(10, 12)",3469164497505*x-8503796455245
"(10, 14)",-2101155061600*x+4680928778400
"(10, 16)",6868746853122*x-15362725184338
"(10, 18)",-1863646322880*x+4167268590720
"(10, 20)",(9994648938475*x-22348714466175)/2
"(10, 22)",1206423020760*x-2697643884040
"(11, -23)",-956205071841592930*x-2138139541067871810
"(11, -21)",-1087261637054872776*x-2431190929782399708
"(11, -19)",-1311739724191372350*x-2933139192078753518
"(11, -17)",-1094651439018456760*x-2447715029314656240
"(11, -15)",228331826180316600*x+510565484774717400
"(11, -13)",419097994227822660*x+937131604366825720
"(11, -11)",-179168880348668232*x-400633796423031336
"(11, -9)",129722629631857500*x+290068622625552792
"(11, -7)",-42537806100500130*x-95117424640711970
