numerator,(-21*x+47)/2
denominator,1080
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-987*x-2207)/2
"(1, 1)",1
"(2, -4)",(2178309*x+4870847)/2
"(2, -2)",1618680*x+3619480
"(2, 0)",242520*x+541800
"(2, 2)",-3280
"(2, 4)",(987*x-2207)/2
"(3, -5)",-534999120*x-1196294400
"(3, -3)",-849688560*x-1899962160
"(3, -1)",-186388464*x-416760012
"(3, 1)",-8604102*x-18861678
"(3, 3)",1721760
"(3, 5)",-242520*x+541800
"(4, -8)",-3572426760*x-7988189080
"(4, -6)",18802864650*x+42044483358
"(4, -4)",67683059136*x+151343983296
"(4, -2)",-6048755670*x-13522459330
"(4, 0)",-9292689600*x-20760264000
"(4, 2)",-1468202490*x-3270745070
"(4, 4)",-137149056
"(4, 6)",8604102*x-18861678
"(4, 8)",-1618680*x+3619480
"(5, -11)",-2403763488*x-5374978561
"(5, -9)",411350735946*x+919808208162
"(5, -7)",3234274139760*x+7232056828820
"(5, -5)",(-145329457875*x-324966680375)/2
"(5, -3)",1260928904160*x+2819585253870
"(5, -1)",228877515804*x+512048292908
"(5, 1)",-129493860384*x-290020977608
"(5, 3)",-30277044285*x-70256630745
"(5, 5)",147243625
"(5, 7)",1468202490*x-3270745070
"(5, 9)",186388464*x-416760012
"(5, 11)",(-2178309*x+4870847)/2
"(6, -12)",1875262651920*x+4193214765360
"(6, -10)",20499673257600*x+45838662912000
"(6, -8)",68082365641155*x+152236798800345
"(6, -6)",22831929892800*x+51053768260800
"(6, -4)",-6288503364600*x-14061074834088
"(6, -2)",-576449278080*x-1288861640640
"(6, 0)",3281125723200*x+7330174488000
"(6, 2)",-58558705440*x-129773216160
"(6, 4)",-223032213672*x-485972734392
"(6, 6)",-46265308800
"(6, 8)",30277044285*x-70256630745
"(6, 10)",9292689600*x-20760264000
"(6, 12)",849688560*x-1899962160
"(7, -15)",1180742815320*x+2640221199000
"(7, -13)",13348135561200*x+29847338486380
"(7, -11)",286021827383292*x+639564249287948
"(7, -9)",485943592209504*x+1086602899637232
"(7, -7)",473327568651000*x+1058393053711000
"(7, -5)",17942424747840*x+40120639574400
"(7, -3)",-128364154441950*x-287041432751910
"(7, -1)",-78745922345808*x-176109899432672
"(7, 1)",14110061424504*x+31710635672312
"(7, 3)",5102636375760*x+11669956221060
"(7, 5)",-69920724960*x-192705055200
"(7, 7)",-959123746000
"(7, 9)",223032213672*x-485972734392
"(7, 11)",129493860384*x-290020977608
"(7, 13)",6048755670*x-13522459330
"(7, 15)",534999120*x-1196294400
"(8, -16)",-149376511513152*x-334016033985216
"(8, -14)",-505262171239812*x-1129800561470348
"(8, -12)",128662613628000*x+287698349705760
"(8, -10)",172257464734560*x+385179417252000
"(8, -8)",-1458309594524160*x-3260880724533760
"(8, -6)",-1161146009789064*x-2596394586793752
"(8, -4)",6843866469600*x+15255314730400
"(8, -2)",-409551795511500*x-915702996718820
"(8, 0)",-147803968581120*x-330200355340800
"(8, 2)",-40977466202580*x-90798545408380
"(8, 4)",23708829751200*x+53000708741600
"(8, 6)",-3893219515512*x-6352627610088
"(8, 8)",2955034639360
"(8, 10)",69920724960*x-192705055200
"(8, 12)",58558705440*x-129773216160
"(8, 14)",-228877515804*x+512048292908
"(8, 16)",-67683059136*x+151343983296
"(9, -19)",-41497913678448*x-92792155909428
"(9, -17)",-2782900368525405*x-6222754398660345
"(9, -15)",-7238163345379200*x-16185025269504000
"(9, -13)",-11389882635744270*x-25468551947127510
"(9, -11)",7431189460945920*x+16616643722257968
"(9, -9)",(6143177348531307*x+13736567789471727)/2
"(9, -7)",-9499730615720640*x-21242055124907010
"(9, -5)",-7544583359234400*x-16870203510300000
"(9, -3)",79373557503360*x+177455501498880
"(9, -1)",1481624197908405*x+3312959704677873
"(9, 1)",26688133394592*x+56674226956482
"(9, 3)",14430715260480*x+32107235526720
"(9, 5)",-2304582110400*x+10134705168000
"(9, 7)",1469693883195*x+22536044206335
"(9, 9)",-6224090525361
"(9, 11)",3893219515512*x-6352627610088
"(9, 13)",-5102636375760*x+11669956221060
"(9, 15)",-3281125723200*x+7330174488000
"(9, 17)",-1260928904160*x+2819585253870
"(9, 19)",-18802864650*x+42044483358
"(10, -22)",7884344240640*x+17629929680080
"(10, -20)",(320742113530125*x+717201169100375)/2
"(10, -18)",1272164998017120*x+2844647414108640
"(10, -16)",-31219651486226136*x-69809263029359912
"(10, -14)",-52318543394428800*x-116987819507441600
"(10, -12)",-12743345015932005*x-28494994438474335
"(10, -10)",35462732680515000*x+79297113501415000
"(10, -8)",26397553731997320*x+59026712857762040
"(10, -6)",-9479553554380800*x-21197082304245600
"(10, -4)",(-32696937358200477*x-73115998186592519)/2
"(10, -2)",-31889259837120*x-73480390178240
"(10, 0)",6547990186110000*x+14628488713650000
"(10, 2)",1072774322699520*x+2398861913594240
"(10, 4)",(1674730309181757*x+3811067545167719)/2
"(10, 6)",72769885990800*x+181927300395600
"(10, 8)",17747953475880*x-13804837024040
"(10, 10)",-71859640690000
"(10, 12)",-1469693883195*x+22536044206335
"(10, 14)",-23708829751200*x+53000708741600
"(10, 16)",-14110061424504*x+31710635672312
"(10, 18)",576449278080*x-1288861640640
"(10, 20)",(145329457875*x-324966680375)/2
"(10, 22)",3572426760*x-7988189080
"(11, -23)",-7138041558247830*x-15961146150460670
"(11, -21)",13878503893458528*x+31033278131566608
"(11, -19)",173806360678622760*x+388642837412234792
"(11, -17)",90027716113582560*x+201308092713013480
"(11, -15)",-2458370641581600*x-5497090795476000
"(11, -13)",-12772179589269840*x-28559437545705760
"(11, -11)",10902253138851816*x+24378189136216776
"(11, -9)",140460412553186640*x+314079745971959172
"(11, -7)",121949775747359730*x+272686805820976490
"(11, -5)",-25842608032226400*x-57783027016512000
"(11, -3)",31664224859400600*x+70797741294951000
"(11, -1)",7910986031966688*x+17655540667686968
"(11, 1)",16763766771721500*x+37468907085233452
"(11, 3)",2786803290243600*x+6167321592552000
"(11, 5)",-1394130913160400*x-3065006797650000
"(11, 7)",638864559564240*x+1181433162577060
"(11, 9)",-289384720394142*x-931705068912102
"(11, 11)",-22091698356336
"(11, 13)",-17747953475880*x-13804837024040
"(11, 15)",2304582110400*x+10134705168000
"(11, 17)",40977466202580*x-90798545408380
"(11, 19)",78745922345808*x-176109899432672
"(11, 21)",6288503364600*x-14061074834088
"(11, 23)",-3234274139760*x+7232056828820
"(12, -26)",-907850887844358*x-2030016298653522
"(12, -24)",-50390069273409600*x-112675620286276800
"(12, -22)",283304791489759410*x+633488772127244310
"(12, -20)",326055554689950720*x+729082384592486400
"(12, -18)",-31769215022376000*x-71038124308969920
"(12, -16)",-170082691936076400*x-380316469668843600
"(12, -14)",779132490463058034*x+1742193341117049942
"(12, -12)",386739928985679360*x+864777125908200960
"(12, -10)",-344616402642663360*x-770585682504052800
"(12, -8)",-129246947679432000*x-289007469088551360
"(12, -6)",-6034835995243200*x-13476284995156800
"(12, -4)",9551411515689984*x+21357593433948672
"(12, -2)",30043504491441930*x+67221303750398430
"(12, 0)",22142897734464000*x+49468175789760000
"(12, 2)",-20706194515455450*x-46361355931705230
"(12, 4)",10247910227712*x+3560602675968
"(12, 6)",-8894875640990400*x-19877326107067200
"(12, 8)",1179230946884160*x+2898740217965760
"(12, 10)",-166000428960960*x+327122450424000
"(12, 12)",-783667535938560
"(12, 14)",289384720394142*x-931705068912102
"(12, 16)",-72769885990800*x+181927300395600
"(12, 18)",-14430715260480*x+32107235526720
"(12, 20)",147803968581120*x-330200355340800
"(12, 22)",128364154441950*x-287041432751910
"(12, 24)",-22831929892800*x+51053768260800
"(12, 26)",-411350735946*x+919808208162
"(13, -29)",(10610209857723*x+23725150497407)/2
"(13, -27)",-150257750692984800*x-335986544695730670
"(13, -25)",-39599001339207840*x-88546058835645600
"(13, -23)",903839835227677920*x+2021047312303844120
"(13, -21)",-57419086203956139*x-128392978597633647
"(13, -19)",-1864413364861169088*x-4168955036999281657
"(13, -17)",-1288024307210917950*x-2880109795628547910
"(13, -15)",21746544074175360*x+48626434418284800
"(13, -13)",-69448648425145395*x-155291962587939095
"(13, -11)",1056494712697200096*x+2362387044857211458
"(13, -9)",-611109875430818592*x-1366459362713762208
"(13, -7)",-1097260191598593600*x-2453503955245292000
"(13, -5)",-401192243729317440*x-897056022864052800
"(13, -3)",-4641801611744640*x-10374229078982640
"(13, -1)",-105078725964653214*x-235184396328493862
"(13, 1)",109125486116899248*x+244225030711171172
"(13, 3)",-2546028082277400*x-5683688322555960
"(13, 5)",-18493671891738240*x-40540171608518400
"(13, 7)",-22419515496435600*x-47908156349986000
"(13, 9)",-12052038666666624*x-25710870908279232
"(13, 11)",3908824326451413*x+6599580408392977
"(13, 13)",140726744529170
"(13, 15)",166000428960960*x+327122450424000
"(13, 17)",-638864559564240*x+1181433162577060
"(13, 19)",(-1674730309181757*x+3811067545167719)/2
"(13, 21)",-26688133394592*x+56674226956482
"(13, 23)",409551795511500*x-915702996718820
"(13, 25)",-17942424747840*x+40120639574400
"(13, 27)",-68082365641155*x+152236798800345
"(13, 29)",2403763488*x-5374978561
"(14, -30)",-45242769586833600*x-101165908286520000
"(14, -28)",-1044633944012757000*x-2335872510416431000
"(14, -26)",-15080704468656000*x-33721480318734400
"(14, -24)",-3269917916650455243*x-7311758742451022193
"(14, -22)",-2367644819457677760*x-5294214762912309440
"(14, -20)",3051004317312776400*x+6822253029430062000
"(14, -18)",-2731809647452773120*x-6108512191961880960
"(14, -16)",-7570280575781068395*x-16927661006180511697
"(14, -14)",-4256529894530760000*x-9517894100536360000
"(14, -12)",388610102132502360*x+868958854894997640
"(14, -10)",715916253307276800*x+1600849094882688000
"(14, -8)",244895555307082965*x+547669926411779695
"(14, -6)",94664271533916000*x+211804426526680800
"(14, -4)",-1846426079195580528*x-4128894000297384208
"(14, -2)",646574379291930240*x+1446105112746364160
"(14, 0)",-618894615073560000*x-1382636906015400000
"(14, 2)",-158045591685693120*x-354711012774983360
"(14, 4)",78010754435994000*x+178178913068520688
"(14, 6)",-63460853240668800*x-142094662254532800
"(14, 8)",-32863402847227605*x-73981075171677295
"(14, 10)",-5442800026579200*x-13621167340704000
