numerator,(21*x-47)/2
denominator,798336000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(987*x+2207)/2
"(1, 1)",1
"(2, -4)",(2178309*x+4870847)/2
"(2, -2)",1046220*x+2339420
"(2, 0)",22995*x+51465
"(2, 2)",2120
"(2, 4)",(-987*x+2207)/2
"(3, -5)",50772960*x+113531790
"(3, -3)",-87008985*x-194558085
"(3, -1)",26205984*x+58604532
"(3, 1)",3033198*x+6835542
"(3, 3)",-176310
"(3, 5)",-22995*x+51465
"(4, -8)",2309007540*x+5163097820
"(4, -6)",6720473970*x+15027436662
"(4, -4)",148097376*x+331155936
"(4, -2)",-909407730*x-2033540470
"(4, 0)",48749400*x+109105800
"(4, 2)",-20791890*x-48334870
"(4, 4)",300096
"(4, 6)",-3033198*x+6835542
"(4, 8)",-1046220*x+2339420
"(5, -11)",2403763488*x+5374978561
"(5, -9)",57839639886*x+129333366582
"(5, -7)",-46797108960*x-104641517620
"(5, -5)",(-43459608675*x-97178679175)/2
"(5, -3)",-3622580640*x-8100215130
"(5, -1)",2041694256*x+4564138352
"(5, 1)",-607334784*x-1353905248
"(5, 3)",61569585*x+130333245
"(5, 5)",-44032025
"(5, 7)",20791890*x-48334870
"(5, 9)",-26205984*x+58604532
"(5, 11)",(-2178309*x+4870847)/2
"(6, -12)",-192028829895*x-429389517285
"(6, -10)",107638675200*x+240687394800
"(6, -8)",132261493455*x+295745686845
"(6, -6)",-184459048200*x-412463140200
"(6, -4)",-96194515095*x-215096843733
"(6, -2)",55556686080*x+124241607840
"(6, 0)",-4054248450*x-9073794150
"(6, 2)",6430379760*x+14491349040
"(6, 4)",355025097*x+598937547
"(6, 6)",-373777200
"(6, 8)",-61569585*x+130333245
"(6, 10)",-48749400*x+109105800
"(6, 12)",87008985*x-194558085
"(7, -15)",112055899725*x+250564609065
"(7, -13)",-2007083652000*x-4487975482420
"(7, -11)",-1338346174032*x-2992633020688
"(7, -9)",687345873984*x+1536952009962
"(7, -7)",-295096196325*x-659855425825
"(7, -5)",313286823360*x+700533109080
"(7, -3)",271876515750*x+607911878190
"(7, -1)",107258483808*x+239751812342
"(7, 1)",-42217491351*x-94183876843
"(7, 3)",-11223243360*x-24545030460
"(7, 5)",1079753220*x+3049228980
"(7, 7)",-597965950
"(7, 9)",-355025097*x+598937547
"(7, 11)",607334784*x-1353905248
"(7, 13)",909407730*x-2033540470
"(7, 15)",-50772960*x+113531790
"(8, -16)",326850908832*x+730860850656
"(8, -14)",4505411888208*x+10074407248112
"(8, -12)",14247404816400*x+31858165723440
"(8, -10)",2696302179900*x+6029115249780
"(8, -8)",-4074198293760*x-9110188079360
"(8, -6)",4322178971964*x+9664692069492
"(8, -4)",-1927944387600*x-4311105796400
"(8, -2)",1274074548600*x+2849056204520
"(8, 0)",6900707520*x+15444440640
"(8, 2)",67972550520*x+154573017320
"(8, 4)",-44078806800*x-102469924400
"(8, 6)",1040732028*x+11085363252
"(8, 8)",-8255720960
"(8, 10)",-1079753220*x+3049228980
"(8, 12)",-6430379760*x+14491349040
"(8, 14)",-2041694256*x+4564138352
"(8, 16)",-148097376*x+331155936
"(9, -19)",14832083018592*x+33165545877492
"(9, -17)",-7994973902895*x-17877305125155
"(9, -15)",-8951780577600*x-20016789894900
"(9, -13)",-24497821579770*x-54778794103410
"(9, -11)",6619074557760*x+14800704627672
"(9, -9)",(-291997543383*x-652926624363)/2
"(9, -7)",-10683032391360*x-23887945201590
"(9, -5)",-2181514954500*x-4878101637300
"(9, -3)",-4620377039040*x-10332565036920
"(9, -1)",-645977400075*x-1445759452623
"(9, 1)",-646228886688*x-1446321284418
"(9, 3)",-534783139380*x-1205174410020
"(9, 5)",-41405716800*x-97006531800
"(9, 7)",25286881095*x+34895726235
"(9, 9)",-295843509
"(9, 11)",-1040732028*x+11085363252
"(9, 13)",11223243360*x-24545030460
"(9, 15)",4054248450*x-9073794150
"(9, 17)",3622580640*x-8100215130
"(9, 19)",-6720473970*x+15027436662
"(10, -22)",5095978594560*x+11394954549320
