numerator,(21*x-47)/2
"(10, -20)",(-95915356345725*x-214473256875175)/2
"(10, -18)",122620036558320*x+274186737153840
"(10, -16)",-93066744927849*x-208103568004843
"(10, -14)",-99209870995200*x-221840017354400
"(10, -12)",45125114185305*x+100902813002235
"(10, -10)",-46067185195500*x-103009399925500
"(10, -8)",41549864895*x+92946900365
"(10, -6)",-7679870956800*x-17172456075600
"(10, -4)",(57466132372593*x+128500959933251)/2
"(10, -2)",4328391822720*x+9675973306240
"(10, 0)",-2135319149250*x-4779047619750
"(10, 2)",-1287549742080*x-2870279125760
"(10, 4)",(1346653902993*x+3127656969251)/2
"(10, 6)",130527520200*x+276306479400
"(10, 8)",19019418495*x+42612924365
"(10, 10)",-93347893000
"(10, 12)",-25286881095*x+34895726235
"(10, 14)",44078806800*x-102469924400
"(10, 16)",42217491351*x-94183876843
"(10, 18)",-55556686080*x+124241607840
"(10, 20)",(43459608675*x-97178679175)/2
"(10, 22)",-2309007540*x+5163097820
"(11, -23)",-103281198682830*x-230943781052470
"(11, -21)",-212300939789568*x-474719333056278
"(11, -19)",236677256272905*x+529226433715637
"(11, -17)",151289493546240*x+338293593020720
"(11, -15)",-93563931932100*x-209215314045300
"(11, -13)",42017406483360*x+93953777173190
"(11, -11)",356891253536664*x+798033431160504
"(11, -9)",-4803736402080*x-10741171722468
"(11, -7)",-84538114523730*x-189032747280490
"(11, -5)",6165691660800*x+13786563489300
"(11, -3)",-25371155824875*x-56730708732975
"(11, -1)",10295029252032*x+23029501300232
"(11, 1)",4494112047180*x+10070005417052
"(11, 3)",465693026400*x+989911041150
"(11, 5)",-171665723250*x-371362581450
"(11, 7)",148594014240*x+160963283060
"(11, 9)",154874657322*x+336576388962
"(11, 11)",723183897744
"(11, 13)",-19019418495*x+42612924365
"(11, 15)",41405716800*x-97006531800
"(11, 17)",-67972550520*x+154573017320
"(11, 19)",-107258483808*x+239751812342
"(11, 21)",96194515095*x-215096843733
"(11, 23)",46797108960*x-104641517620
"(12, -26)",127652059022418*x+285438681441942
"(12, -24)",-407101119377400*x-910305776644200
"(12, -22)",600020247016890*x+1341686060195790
"(12, -20)",15236762204160*x+34070436051840
"(12, -18)",-1184886765650700*x-2649487357877220
"(12, -16)",280394366124600*x+626980856111400
"(12, -14)",337004632307574*x+753565262161602
"(12, -12)",-26111048362560*x-58386103076160
"(12, -10)",-62389535836320*x-139507050378720
"(12, -8)",-203932372001400*x-456005308713960
"(12, -6)",160337676876300*x+358533520265700
"(12, -4)",7864310974464*x+17586985635072
"(12, -2)",90791699058270*x+203006129640570
"(12, 0)",-8595006714000*x-19236443598000
"(12, 2)",-5114933179650*x-11253367912230
"(12, 4)",910250587008*x+2051318812032
"(12, 6)",3665818125900*x+8521920929700
"(12, 8)",752653205640*x+1269747599640
"(12, 10)",123433480800*x+149583202080
"(12, 12)",-52909925760
"(12, 14)",-154874657322*x+336576388962
"(12, 16)",-130527520200*x+276306479400
"(12, 18)",534783139380*x-1205174410020
"(12, 20)",-6900707520*x+15444440640
"(12, 22)",-271876515750*x+607911878190
"(12, 24)",184459048200*x-412463140200
"(12, 26)",-57839639886*x+129333366582
"(13, -29)",(10610209857723*x+23725150497407)/2
"(13, -27)",291901054485600*x+652710600533670
"(13, -25)",691425098908740*x+1546073522510580
"(13, -23)",2811950501310720*x+6287712470358320
"(13, -21)",-1426873130320491*x-3190585315257903
"(13, -19)",1514765648139072*x+3387118985601853
"(13, -17)",243408874903950*x+544278712993910
"(13, -15)",210028156289280*x+469637177369280
"(13, -13)",-647609420439345*x-1448099281570045
"(13, -11)",96777981724704*x+216400858003502
"(13, -9)",-432484186048992*x-967066718802528
"(13, -7)",408016480334400*x+912364827930200
"(13, -5)",32043935510370*x+71643331383930
"(13, -3)",-288733068368640*x-645724629770640
"(13, -1)",66008399303154*x+147504995375882
"(13, 1)",-46553413032672*x-103962883246708
"(13, 3)",-48163847016600*x-108282752282040
"(13, 5)",-4498797723840*x-9994689671220
"(13, 7)",5856534543300*x+13922395843700
"(13, 9)",-1126423984896*x-3395122701888
"(13, 11)",-679408482627*x-1323098842663
"(13, 13)",-1312278460870
"(13, 15)",-123433480800*x+149583202080
"(13, 17)",-148594014240*x+160963283060
"(13, 19)",(-1346653902993*x+3127656969251)/2
"(13, 21)",646228886688*x-1446321284418
"(13, 23)",-1274074548600*x+2849056204520
"(13, 25)",-313286823360*x+700533109080
"(13, 27)",-132261493455*x+295745686845
"(13, 29)",-2403763488*x+5374978561
"(14, -30)",237558507417000*x+531196971217800
"(14, -28)",-651277305289275*x-1456300326829825
"(14, -26)",-4255017342240000*x-9514508022730400
"(14, -24)",-1426318350852213*x-3189344790654543
"(14, -22)",-2837293888947840*x-6344382003858560
"(14, -20)",-372700559551950*x-833383780749450
"(14, -18)",1457173252846080*x+3258338261119440
"(14, -16)",-1402676539433085*x-3136480003760743
"(14, -14)",-625603936209000*x-1398893502749000
"(14, -12)",-2485161812707560*x-5557002118979640
"(14, -10)",664168065523200*x+1485130191249600
"(14, -8)",-1351149491453685*x-3021230046696655
"(14, -6)",576378213390000*x+1288773181762800
"(14, -4)",-286920481444443*x-641438652099553
"(14, -2)",227387985672960*x+508273842165040
"(14, 0)",-13750227020250*x-30774317616750
"(14, 2)",-89501081664120*x-199669818907160
"(14, 4)",66776462813445*x+148735372306367
"(14, 6)",-23793275923200*x-52035464575200
"(14, 8)",16435774342155*x+34013632208945
"(14, 10)",2289076826400*x+6464365437600
"(14, 12)",-4485393659880*x-15065438128440
"(14, 14)",-1267687814000
"(14, 16)",679408482627*x-1323098842663
"(14, 18)",-752653205640*x+1269747599640
"(14, 20)",171665723250*x-371362581450
"(14, 22)",1287549742080*x-2870279125760
"(14, 24)",645977400075*x-1445759452623
"(14, 26)",1927944387600*x-4311105796400
"(14, 28)",295096196325*x-659855425825
"(14, 30)",-107638675200*x+240687394800
