numerator,(-21*x+47)/2
denominator,7560
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-987*x-2207)/2
"(1, 1)",1
"(2, -4)",(2178309*x+4870847)/2
"(2, -2)",-927780*x-2074580
"(2, 0)",-19740*x-44100
"(2, 2)",1880
"(2, 4)",(987*x-2207)/2
"(3, -5)",43546440*x+97372800
"(3, -3)",17351460*x+38799060
"(3, -1)",2722776*x+6088428
"(3, 1)",-55902*x-130518
"(3, 3)",-35160
"(3, 5)",19740*x-44100
"(4, -8)",2047610460*x+4578596180
"(4, -6)",126098490*x+281964798
"(4, -4)",-1226754144*x-2743106784
"(4, -2)",82130370*x+183647030
"(4, 0)",-37111200*x-82908000
"(4, 2)",1053990*x+2190370
"(4, 4)",2485824
"(4, 6)",55902*x-130518
"(4, 8)",927780*x-2074580
"(5, -11)",-2403763488*x-5374978561
"(5, -9)",-6009222534*x-13437030078
"(5, -7)",-2244025560*x-5017793620
"(5, -5)",(-6156535875*x-13766438375)/2
"(5, -3)",2413467840*x+5396596830
"(5, -1)",718343724*x+1606494428
"(5, 1)",-112700784*x-253462328
"(5, 3)",41225835*x+87293295
"(5, 5)",6237625
"(5, 7)",-1053990*x+2190370
"(5, 9)",-2722776*x+6088428
"(5, 11)",(-2178309*x+4870847)/2
"(6, -12)",-38294672220*x-85629490260
"(6, -10)",81867307200*x+183060864000
"(6, -8)",-88571950005*x-198052898895
"(6, -6)",32620744800*x+72942232800
"(6, -4)",-11478340860*x-25666073748
"(6, -2)",5118818880*x+11446244640
"(6, 0)",694058400*x+1550556000
"(6, 2)",-105095760*x-245373840
"(6, 4)",-141744372*x-293691132
"(6, 6)",-66100800
"(6, 8)",-41225835*x+87293295
"(6, 10)",37111200*x-82908000
"(6, 12)",-17351460*x+38799060
"(7, -15)",-96106973340*x-214901725500
"(7, -13)",-181260672600*x-405311185580
"(7, -11)",249448974012*x+557784863468
"(7, -9)",301351488144*x+673842402072
"(7, -7)",60103463700*x+134395485700
"(7, -5)",5041703520*x+11273371200
"(7, -3)",51121073850*x+114310770210
"(7, -1)",-5102887608*x-11399204432
"(7, 1)",-5529088236*x-12353082028
"(7, 3)",-260105160*x-685201860
"(7, 5)",111147120*x+238316400
"(7, 7)",-121790200
"(7, 9)",141744372*x-293691132
"(7, 11)",112700784*x-253462328
"(7, 13)",-82130370*x+183647030
"(7, 15)",-43546440*x+97372800
"(8, -16)",2707446395808*x+6054034186464
"(8, -14)",-1585497299652*x-3545279740268
"(8, -12)",237065161200*x+530093820240
"(8, -10)",-240259990320*x-537237666000
"(8, -8)",-1333449949440*x-2981685955840
"(8, -6)",-368990315064*x-825086296872
"(8, -4)",154405095600*x+345256416400
"(8, -2)",-96358388700*x-215440918580
"(8, 0)",-49070165760*x-109624838400
"(8, 2)",-11388611220*x-25270464220
"(8, 4)",1981501200*x+4117895600
"(8, 6)",-725166792*x-873822168
"(8, 8)",2702026240
"(8, 10)",-111147120*x+238316400
"(8, 12)",105095760*x-245373840
"(8, 14)",-718343724*x+1606494428
"(8, 16)",1226754144*x-2743106784
"(9, -19)",-278299311528*x-622296178668
"(9, -17)",-5326482297045*x-11910376497105
"(9, -15)",-1531092830400*x-3423627648000
"(9, -13)",625173161970*x+1397929734810
"(9, -11)",1231452794880*x+2753611821648
"(9, -9)",(2221301536587*x+4966983273807)/2
"(9, -7)",1067611386240*x+2387258998110
"(9, -5)",-89718862800*x-200624130000
"(9, -3)",-95732804160*x-214069128480
"(9, -1)",210373368765*x+470316222873
