numerator,-98209*x+219602
"(10, -4)",32283504986232333478911007746338300252336*x+72188111701168996882762686727989795079323
"(10, -2)",-15220697524682765127379612475602061931120*x-34034514330150644731817980491833422787360
"(10, 0)",-2354155676324597800198535172436110687000*x-5264052121824214950963747934886973486000
"(10, 2)",-120828444840813067300804645155017035120*x-270180615926769952255871808388512627360
"(10, 4)",-3750589969073974611014310774616328604*x-8386574875028777362090464544936491827
"(10, 6)",67271268594347008627728940006173000*x+150408516334701296561500611078271500
"(10, 8)",-1711163645928245029951938971134220*x-3862335028261206611508972439561560
"(10, 10)",106779889375663569409152088633250
"(10, 12)",43774665358971161799489723401520*x-98495802335963028232928949385590
"(10, 14)",132408827333769519732350648993000*x-296072901555574179508283185146000
"(10, 16)",732409822412538367089768644428164*x-1637718150091571580677114346391648
"(10, 18)",-245301484385435195470348785621720*x+548510794067433929442092751559440
"(10, 20)",-1017021766546714962703654770700*x+2274129804595376202592418172675
"(10, 22)",8246935820726329268124497467440*x-18440709101222091307357787225830
"(11, -23)",-1256452762332071286924951829805865366471187420*x-2809513787091898589412477134789960011128634920
"(11, -21)",2217508232489212081467614269337125621010148648*x+4958499148511285899631874038658644538001721652
"(11, -19)",1759066697387930249795242704152173742429194500*x+3933392712315463788527754445425158077307693632
"(11, -17)",-2027943980962442269931416127955780148006543240*x-4534620595993560306084859678162748823814780080
"(11, -15)",328534544573922016821305353965196800220504800*x+734625574624224311401902852470412190233807600
"(11, -13)",331638996245980601036970967043056247714056140*x+741567339595810190193205690005665758604181640
"(11, -11)",-78019331553500609037968584127881663380329664*x-174456528912721632150978438095355603104372016
"(11, -9)",-35610167646269295058545645414857176415366700*x-79626755547221829076035529712594606592011208
"(11, -7)",-11577687244663315978284681805943522017240620*x-25888495701299413732088419319729883539081240
"(11, -5)",5006536222354371460917323696212450085352600*x+11194955324999378325702232656671879284982400
"(11, -3)",619432934709539201296130261075112178786500*x+1385094149512762909604041297151156732161200
"(11, -1)",-35387811890103542236657277297681030023512*x-79129552960758093782266817049954174359168
"(11, 1)",-21081378432288705981394042918247292622360*x-47139395233175074187883637817301286033248
"(11, 3)",-1911118944086915445579412230202384244700*x-4273391886426699304041627996192516040800
"(11, 5)",-66311711280481077033153362919784953000*x-148277610197442535847867183720836893600
"(11, 7)",-2877817922716067789280865186685712940*x-6434728088632839350595505645267708440
"(11, 9)",10536831247311115082582453080547988*x+24386645764172815195308066725269272
"(11, 11)",1808775427501190473945456970645424
"(11, 13)",1711163645928245029951938971134220*x-3862335028261206611508972439561560
"(11, 15)",1703136630471647962406358285549600*x-3808311357944221618804813982684400
"(11, 17)",-10512920464409343810627993376790280*x+23507604995305103217002907818661520
"(11, 19)",9119052859191293604818632750080548*x-20390822083548570450043377289170288
"(11, 21)",11495627094629181222143731799713560*x-25705003627579256818724893002267828
"(11, 23)",-6513487619197149824246883850533660*x+14564601087128091171433090020074680
"(12, -26)",-568127876207833114636118298218896582471643868*x-1270372551113300282969495646830196919636104888
"(12, -24)",-4355749277150805805146790904931034812983112000*x-9739751476654773269496119818145887934900409000
"(12, -22)",83318386611558613449706996108124822717538266460*x+186305576239053424743304353455074401639387146040
"(12, -20)",33714538637547486356347876726830855485914118160*x+75388000223599323088509111676320953032634091360
"(12, -18)",-2000700988711056613784669551112313892796907600*x-4473703413408961939671388937478113501235491520
"(12, -16)",-12976007724373448599318873199560708482550131000*x-29015235348261385763160134649498575979610783500
"(12, -14)",-2068166533899525943927577600803841389236187284*x-4624560958589463222798415214426442164623014888
"(12, -12)",3617502464800422401122684472525100236233258560*x+8088981420066784685866358934100341203010698640
"(12, -10)",518903569177932761922078968175444109810975680*x+1160303654449122321299907917837766318630085920
"(12, -8)",15019205307763500213857578828403395653418800*x+33583964036184836996031088734229672513746840
"(12, -6)",-126474220618028648480526370836666817178574000*x-282804954703217487174935555740135403323344000
"(12, -4)",7434352496931096286378523459232282290993136*x+16623717551833625182623036492083163095098272
"(12, -2)",6923640436682361913388262409758133839943380*x+15481730668190260249497203613018734152434120
"(12, 0)",518293784042760056628776239346204359044000*x+1158940133423191295663254077659941244232000
"(12, 2)",-93621983030142565175337808124366481225900*x-209345118404246001248523060645951825874680
"(12, 4)",-17133762250160153958560890136690710237968*x-38312257274033530618753584217996946201568
"(12, 6)",-1504818980114537002301851500878403582000*x-3364874601229807981810078343578086024000
"(12, 8)",-26627155760067677528189777456287781040*x-59540478527476726020152495477719249560
"(12, 10)",-70918041068262033895764446310840000*x-170607656361461274437607336622766880
"(12, 12)",-83867029324252247997671772741618960
"(12, 14)",-10536831247311115082582453080547988*x+24386645764172815195308066725269272
"(12, 16)",-67271268594347008627728940006173000*x+150408516334701296561500611078271500
"(12, 18)",-10371679903472142010417478900041680*x+23191835602481891350588990371991680
"(12, 20)",174777147686917522732704961622046480*x-390813583137415734068644166849521440
"(12, 22)",431924936548023321781779760522244700*x-965813519298663784612939681857343560
"(12, 24)",-22580330784891401201138005124484000*x+50491154589448354316326334618721000
"(12, 26)",-2945191414066451366386768090068444*x+6585648208601315573108522950942152
"(13, -29)",309610225833295067614337693931648937134698256*x+692309511492309241858868543966784996167783041
"(13, -27)",-413490218042212333790096139397625567311638603900*x-924592235573596784365949344031588647715489434530
"(13, -25)",709543858785320686372186762140969148465395327840*x+1586588301261488414243816141216139889065810936720
"(13, -23)",1621145226435536138093730591708922964468495093880*x+3624990927709147893773038510487287844668181533520
"(13, -21)",1080084095161383827454768285960099069530330132676*x+2415141458197205925594385846008962633910914041722
"(13, -19)",723489413476004557902825822130890109061067741608*x+1617771509533798604148974537568545009492506400763
"(13, -17)",555119941689318465033202263577816330889833176300*x+1241285925283035529743120487171846902694374217160
"(13, -15)",14199004585533311924692163661079193488430095680*x+31749939466083712452672603873057802149572485920
"(13, -13)",-24753874334186971965349659674860627780058808680*x-55351345717729415680752245350689476305363054170
"(13, -11)",-13174447310947484670198666633150514579354033524*x-29458959753267885021431960144445912909837757738
"(13, -9)",6872627864286878565790330627146684972668012352*x+15367663088604659703439414479821162120582561952
"(13, -7)",878048588014230060163317973770913886526872800*x+1963376330347525724220174051597762266752251600
"(13, -5)",-515495241159619538358230056449940201404520080*x-1152682401310554098134686876921665808240401280
"(13, -3)",-161782500217610023457844160059170496902679360*x-361756668056452556173679874742276651808227440
"(13, -1)",14975355432639771180386488144075375134178636*x+33485912734520199198278538925236803080619352
"(13, 1)",3584506445895817581391695359638568045624652*x+8015200078462036271627606680385791082554712
"(13, 3)",87327682395091161607434613773308194089600*x+195270637903649636415699552017984733074160
"(13, 5)",-116770545519496767689752250740229642810640*x-261106865600250160502380990407667905938880
"(13, 7)",-9883759931153732589185739478632165122400*x-22100779435748250549034447814250497640400
"(13, 9)",-317549887308157548402055553669496976704*x-710222467092185107418406601169560091808
"(13, 11)",-8469995426926953387304021183968693548*x-18634053337465701044771541322434208278
"(13, 13)",573885968254246553036067944047141130
"(13, 15)",70918041068262033895764446310840000*x-170607656361461274437607336622766880
"(13, 17)",2877817922716067789280865186685712940*x-6434728088632839350595505645267708440
"(13, 19)",3750589969073974611014310774616328604*x-8386574875028777362090464544936491827
"(13, 21)",5599187325731179602462255268252405692*x-12520163476583570897011671693415415418
"(13, 23)",8404063947226698704521848580237310200*x-18792058273254347229609751671330599280
"(13, 25)",3678295975805336833194607732895108640*x-8224919843264654907101927283723995280
"(13, 27)",-2143545301996216338700599964650544020*x+4793113008113855385856596821908912770
"(13, 29)",1605028404728053862623990388146028*x-3588952618789973294871796462342089
"(14, -30)",1145284262190002305237986356322265377643927959000*x+2560933463817537318000986365009797631650225212400
"(14, -28)",11617424054081868882088649076908547736106131399200*x+25977349908368251984597425905172414308047118656900
"(14, -26)",18614518572461904143396997619868331219859761265000*x+41623328896457162493627302275103036419716124014000
"(14, -24)",20856233829147100698318301053660501986573248419948*x+46635956596603651867612057848218970508173329417382
"(14, -22)",23307825555996182713664223538031153022452839133040*x+52117882350914295558854842212477527336110212575840
"(14, -20)",12791544299213485599008836303503518657674995306600*x+28602762590241263476402725915177808931082636062400
"(14, -18)",5136397455732776308764508454353974646028001221520*x+11485333870475454698370118110349359306727165161240
"(14, -16)",1620688971687019317405472470623536709732611423140*x+3623970711076407211363925376956639559434245007542
"(14, -14)",1057409881328288676641662154157258033051258124000*x+2364440374730039097619381486043232951365848131000
"(14, -12)",111703055393093989721713739998647933832420085760*x+249775625153382653512412643161501530122261604560
"(14, -10)",-108237737109596237985199946935994182797801177600*x-242026937907808792798131249993548269887840175200
"(14, -8)",14853498295669913086662135701211218779582764860*x+33213431892795197412748070549276693289057080070
"(14, -6)",12660716463557621705524822315648952080575375000*x+28310222656365587849399118891291999217200054000
"(14, -4)",-533558426685682765175223713524638065588330952*x-1193072912037094081646943773160759450439511948
"(14, -2)",-614435579872713048869332100031040308744249560*x-1373919724390585262858744713475792764261095360
"(14, 0)",-91167528109859506961244743234037683899530000*x-203856790192155173636869004914836150044340000
"(14, 2)",30077458066155366589976506240024793729794920*x+67255240840567645899901357900493258836905440
"(14, 4)",3002196365717032851654762299374254980686760*x+6713115167915953881460071799678660114186572
"(14, 6)",-294247873153663848410464731657699645969000*x-657958540128361081109388240958267380186000
"(14, 8)",-68732859826931302537557846964587881742780*x-153691691219774351605138987646979595341830
"(14, 10)",-5619444328584925681264338215725166851200*x-12562950165137829081585526920577807831200
"(14, 12)",-69722657324119553893561916698072960320*x-158494289541936633253559289240703932240
"(14, 14)",-24514655176608498055959090781559659000
"(14, 16)",8469995426926953387304021183968693548*x-18634053337465701044771541322434208278
"(14, 18)",26627155760067677528189777456287781040*x-59540478527476726020152495477719249560
"(14, 20)",66311711280481077033153362919784953000*x-148277610197442535847867183720836893600
"(14, 22)",120828444840813067300804645155017035120*x-270180615926769952255871808388512627360
"(14, 24)",108119322032548926332519786854527460980*x-241762153745840319210146800689428359398
"(14, 26)",96498205021257881390423024985140481000*x-215776546134244158357881192838443626000
"(14, 28)",60225063776195032195750094505808864400*x-134667336552832272740335657434208376100
"(14, 30)",5937186885076347296939855228433744600*x-13275953470150944221634555463354611600
"(15, -33)",-1150892952827829537277098398665301140847912587920*x-2573474877348485662213325861334535748728087064460
"(15, -31)",36115998312378181522051621634984340259915498360344*x+80757827301745298247010470388216225046528076314292
"(15, -29)",88874557231841655459534792248176520499070138289904*x+198729551440593478485134839405173416448917503289232
"(15, -27)",451782683828655693641524813280390953800013591706160*x+1010216792098169081904181675852386627183672183521280
"(15, -25)",454116991601347445614037707861303335640315404879000*x+1015436462958313966554983528739691194851379945834000
"(15, -23)",368655138516068876905584739520318161107605081111100*x+824337949976530955333560819128304566221092423453200
"(15, -21)",290279685957155656950323893598897076239584281102000*x+649085110287491154629293837112383517943422158176000
"(15, -19)",61262294670986466469868577060443157091960835327424*x+136986655341948852328599025351913579013124800799392
"(15, -17)",13561214363870928752387437492251441304132438523520*x+30323797175061964754320901396641181577430401239760
"(15, -15)",3168330531547880694034910283142065750150153066000*x+7084602443729103216634609718504054269578520666500
"(15, -13)",3933114922981647930366251054496758987778411534120*x+8794712331105814609137282199493762572424369397360
"(15, -11)",999583565157370199398604481167262696642773863404*x+2235136800883470035781466429033864123328923461672
"(15, -9)",-498449169641907173729871973048222909275007230000*x-1114566226647628937345236544368340380099311225000
"(15, -7)",-124467519232163213323446872461678618603249679940*x-278317833993879417625779592679287857363996867120
"(15, -5)",35501095968395371045249235747569072856233941300*x+79382863861075277539530300705566153077435782600
"(15, -3)",15959474177523626006160388155061037777088286560*x+35686469146094291070013341977885297697362311680
"(15, -1)",-1840077454437772983854871382678030470643670736*x-4114538271968667936888875627994469159094742588
"(15, 1)",-818011705476323677133757708418655551513695456*x-1829129779792936956210788615231858813268298788
"(15, 3)",46712049014784194826212209345504455663358560*x+104451316595360152960717560694725390101431680
"(15, 5)",21467945037895641075613157403897633498578100*x+48003783618917807640625270972394973010110600
"(15, 7)",1907632194008452067663319936963311990176860*x+4265598147485438662148392666967371519910880
"(15, 9)",-440374350787740080480241435067131764970000*x-984695428021331916248627367456604860375000
"(15, 11)",-34783974875683020612944845754277635945556*x-77802506377882601267700593187088161239928
"(15, 13)",-2463859581012893305243789670319220097880*x-5600541598571080848788118812151142322640
"(15, 15)",-73453569744259872781524533358073318500
"(15, 17)",69722657324119553893561916698072960320*x-158494289541936633253559289240703932240
"(15, 19)",317549887308157548402055553669496976704*x-710222467092185107418406601169560091808
"(15, 21)",1504818980114537002301851500878403582000*x-3364874601229807981810078343578086024000
"(15, 23)",1911118944086915445579412230202384244700*x-4273391886426699304041627996192516040800
"(15, 25)",2354155676324597800198535172436110687000*x-5264052121824214950963747934886973486000
"(15, 27)",2342054557008391626514982000154194109360*x-5236993196483920412800058604535382406720
"(15, 29)",460728286447297812313920013434714164784*x-1030219767653152986781805522962747525968
"(15, 31)",187226384401428006964670908572268552584*x-418650922703099297264410542539128360308
"(15, 33)",-5966262500272248680429401439811450720*x+13340968522216605579797195769918522540
