numerator,98209*x-219602
"(10, -8)",-304200673876722207762955216528566052500*x-680213385589595337000745048253044445000
"(10, -6)",-109255832099349308605516548822841525000*x-244303467512448608854233330781238637500
"(10, -4)",-4755745772966626550060056307945276944*x-10634170832060660943488228650946273397
"(10, -2)",2886263152375041881216015825955330000*x+6453880609662301047527943308257140000
"(10, 0)",94415612811311400426620299396375000*x+211119728381203414722547536254750000
"(10, 2)",48576483308026356027008776500930000*x+108620318717716578504728735533140000
"(10, 4)",98737987650255083107041670733796*x+220784962603206116623067217468253
"(10, 6)",-78138203754039435819398982775000*x-174719802281216501835713166762500
"(10, 8)",2282229384627873268755665547500*x+5110272536176887093332166555000
"(10, 10)",-105093320161646030251964843750
"(10, 12)",129935374711215625101085110000*x-290380006367520440425857813750
"(10, 14)",-16725258012125834195789475000*x+37402272418472801471943450000
"(10, 16)",-752238984590586327650649812676*x+1682057504100766810097375680912
"(10, 18)",4521356948062477814281082405000*x-10110061486408717579915931210000
"(10, 20)",7405843983181774729536555672500*x-16559970577152257558753542918125
"(10, 22)",5001034464112900756699111590000*x-11182653019575678591184752848750
"(11, -23)",7855932516457388995817460850197963853037500*x+17566399133449707145990805316816412089825000
"(11, -21)",13051981344484154934640513300930090133734168*x+29185117527325670226954113961587977900843892
"(11, -19)",-6400147814328381023907569503672718944369860*x-14311165578884962502911205532786486143937808
"(11, -17)",1521197439370250930122692672716581692145000*x+3401500881630495957703087847415118739190000
"(11, -15)",322099551651938903721155331286055846000000*x+720236493015940069705015071455849508250000
"(11, -13)",-440546599560107083515366639037108641907500*x-985092143872778387387815686912008801545000
"(11, -11)",-49839535210929992106725961514139514976704*x-111444588698633781910963700917510957489776
"(11, -9)",14546377269716927493408711563725014528460*x+32526688401444842901823652185374428192072
"(11, -7)",-504894567553109258991357747729721252500*x-1128978574519111980726971657926625405000
"(11, -5)",156815321618401164425337620366546625000*x+350649719052237365200513883052084000000
"(11, -3)",97274858557945820463669334015854197500*x+217513196237243276231730409737574160000
"(11, -1)",-6035595172791195081956309222396781672*x-13496001091053855140398346612230184768
"(11, 1)",998712383749891938438950332780947800*x+2233188780175542023243105780153528352
"(11, 3)",32084419637904844042940527290017500*x+71742941073794963620636645380110000
"(11, 5)",-1100149560158499859963735704375000*x-2460012837487559495805773563500000
"(11, 7)",745271030300725720260356999307500*x+1666488390729181283141578587195000
"(11, 9)",21796464712440629391699233806348*x+48401138171081346058096901144552
"(11, 11)",1155463970436512977219683086064
"(11, 13)",-2282229384627873268755665547500*x+5110272536176887093332166555000
"(11, 15)",1669774434091970231961917000000*x-3733724662823236614238894250000
"(11, 17)",7885931735394493600389690465000*x-17633479337972044407863298610000
"(11, 19)",-33178552190286692044743916850852*x+74189498092488141387059622439872
"(11, 21)",67661850442747608247884559774600*x-151296497073407894147095714446388
"(11, 23)",40725382375871431722136203637500*x-91064723402120412436795021675000
"(12, -26)",250124785111746632258341060351693558222973852*x+559296022367392801345881287526861865931771672
"(12, -24)",563518103163236543429697095376168448855800000*x+1260064785224736180140342825865175442424975000
"(12, -22)",198001064283241890102243791494325603390922500*x+442743839354634540009395342041663640431565000
"(12, -20)",-15394775494408168396507439268182406806612400*x-34423764503844598089291368541003583018010400
"(12, -18)",-34691475361120451347137945692572505837250000*x-77572497147224394035842389810170865328140000
"(12, -16)",15072762251756692108283509965181613088425000*x+33703721003620762488634503100402282960362500
"(12, -14)",-4189995014089396677869979383733703049038604*x-9369113676889080062682934635699215251981208
"(12, -12)",894195178151868546560654707138200111720000*x+1999481203500112836296990291854076235930000
"(12, -10)",-107465495943537861109988493941900250915200*x-240300154165478558907964093715250511344800
"(12, -8)",61036436290230724809542630827025963750000*x+136481620649290983486992973112555657415000
"(12, -6)",-18677907287393449987155123535555342350000*x-41765070372050455158992486026969238100000
"(12, -4)",1631240652476606427063349727283819762096*x+3647564986598812385212246878441207595872
"(12, -2)",4747688307637301656686266422994827500*x+10616153792032287631176765723788535000
"(12, 0)",17468138942207015938198683350062500000*x+39059946114781182112233168661125000000
"(12, 2)",-7520253372979498240398258299777812500*x-16815797750114307142385726614595865000
"(12, 4)",-420190003775711239579272246459662928*x-939573449726549328248065021721067168
"(12, 6)",9939600461619820018843853370450000*x+22226055324046329454527746799900000
"(12, 8)",7096557942951297969667085782810000*x+15866970917332851619029793086265000
"(12, 10)",32357233696119996198576737696000*x+74844420067935686528237812407200
"(12, 12)",-20730737285566746181449277770000
"(12, 14)",-21796464712440629391699233806348*x+48401138171081346058096901144552
"(12, 16)",78138203754039435819398982775000*x-174719802281216501835713166762500
"(12, 18)",-179841613228051207747794738210000*x+402138084938769456596970400260000
"(12, 20)",-79806963373260113459868273217200*x+178453795178595316478265663381600
"(12, 22)",1026443269067287519238740365962500*x-2295196924681562514973041630035000
"(12, 24)",2921294216691869173966502483100000*x-6532212450800020285862593460775000
"(12, 26)",1296654152007926952330872053294876*x-2899406827197070093242004844405288
"(13, -29)",309610225833295067614337693931648937134698256*x+692309511492309241858868543966784996167783041
"(13, -27)",4529346029702903345134810910136701797369862500*x+10127925616034473471099439589216190830879128750
"(13, -25)",604538629874601995173544791957995473614070400*x+1351789471424195225320517205236750238312841200
"(13, -23)",734642529370915362299734197353040507753585000*x+1642710634835752563539345953427167851982390000
"(13, -21)",517180405503075684867220360325861954525596516*x+1156450543335783551794090472247468490789866122
"(13, -19)",-19046577741412165354860245082132931129550872*x-42589442568532013015245946163737165791815957
"(13, -17)",-143763401126622677284365551479685999340787500*x-321464737595698157441400136141276981096105000
"(13, -15)",-6349180846578611058377017228461591635043200*x-14197199974389437368533403014469895857904800
"(13, -13)",5485110209485592148039791098876266209935000*x+12265079292487895811484742509163852736483750
"(13, -11)",-2089641504534783966397992968080905609954324*x-4672580452744712003017455330178823581408058
"(13, -9)",126617886086545436341378583077767238989952*x+283126200456840415236423223830277940986592
"(13, -7)",-194069941890647270857901911071263963600000*x-433953582456921355031973757571873252970000
"(13, -5)",-14696711283713430380193481969767696454800*x-32862845476071445128617401462571723860800
"(13, -3)",608100784058334622691351317215382400000*x+1359754690326123718964285043606158650000
"(13, -1)",157464427319065190499460688702969335316*x+352101163516006231450752459350452187112
"(13, 1)",323438731514242625955222539043506363412*x+723230990218499395417267235174301719272
"(13, 3)",-33086329415710165482003142200389800000*x-73983281713576843911211721103715850000
"(13, 5)",730683984035480670675334276506735600*x+1633859399097597077447051396207923200
"(13, 7)",-20511060662328684005363799813480000*x-45859626675633654040501346875270000
"(13, 9)",15925276686730982267989612301030656*x+35607065763127439432505685990502432
"(13, 11)",-596993456706253499256575966617228*x-1286472365711874290530537364923398
"(13, 13)",-127165054692246863190206612053750
"(13, 15)",-32357233696119996198576737696000*x+74844420067935686528237812407200
"(13, 17)",-745271030300725720260356999307500*x+1666488390729181283141578587195000
"(13, 19)",-98737987650255083107041670733796*x+220784962603206116623067217468253
"(13, 21)",2681078245728757730123497256173852*x-5995073211375525314595564864743818
"(13, 23)",3808408213223796522645388160225000*x-8515859650836739698401912868210000
"(13, 25)",3133945818787523093416276224350400*x-7007715888610139184554175955858800
"(13, 27)",23480261393012486642523377824127500*x-52503460604239825655708523524908750
"(13, 29)",1605028404728053862623990388146028*x-3588952618789973294871796462342089
"(14, -30)",-9786068904649099447313782627525602214253125000*x-21882315303292294102920576119767975197061250000
"(14, -28)",-9112606649782074197065244560210160007316140000*x-20376407921129337051686380764556425239083917500
"(14, -26)",28777014244824432411351650339603719799650125000*x+64347360040907206515207585752418050656356450000
"(14, -24)",-7739224835232413654547693382055457864727501492*x-17305432824734286356194782719549930314795616618
"(14, -22)",-9370411089454233737627711262847609693909410000*x-20952876173137529381409830871289544438157660000
"(14, -20)",212219175972671373816600530620709301225375000*x+474536503603883243667483146576590225659000000
"(14, -18)",-1368866080918053227916462809191605757742830000*x-3060877609026494747132334091432385381514185000
"(14, -16)",113070488003042348341445559789069215395376580*x+252833297423877138573062875743991222583962022
"(14, -14)",-63990606316291054924484545803638078732500000*x-143087345644654207032053794145544107683125000
"(14, -12)",4366522646407030737977791495301554235200000*x+9763841462658398568455739846689750286650000
"(14, -10)",1647225372864792460175896205662217370000000*x+3683307907988113439027226479998892452500000
"(14, -8)",1796712544367846874264452364408945836297500*x+4017571385233112533007310814941837434613750
"(14, -6)",599870378170692305679562132279443579875000*x+1341350943278174429863919172157981479850000
"(14, -4)",15268927097059550631895759654212140937768*x+34142358932515478229012181434353967048692
"(14, -2)",-34817258049935323474513394790298603035000*x-77853755789795369730548308836647255760000
"(14, 0)",-848725410826511764249492113970272250000*x-1897807712819839693436619527865060500000
"(14, 2)",-508152336243847321373439871644251955000*x-1136263165959380497214326618677356460000
"(14, 4)",-77371688865846091998746996431413165800*x-173008356191985429264054748673801481588
"(14, 6)",-21179667731622852801147582276815725000*x-47359190695971982030895508517421150000
"(14, 8)",-515045323186961197914975043783417500*x-1151718008552932477718132138133973750
"(14, 10)",40758119330637457482200660040000000*x+91099736707967388031523102527500000
"(14, 12)",8762788957122675539388598917400000*x+19492959705057408253301360636150000
"(14, 14)",1483537912862526262045351298125000
"(14, 16)",596993456706253499256575966617228*x-1286472365711874290530537364923398
"(14, 18)",-7096557942951297969667085782810000*x+15866970917332851619029793086265000
"(14, 20)",1100149560158499859963735704375000*x-2460012837487559495805773563500000
"(14, 22)",-48576483308026356027008776500930000*x+108620318717716578504728735533140000
"(14, 24)",-40120366366092753498524404810799980*x+89711866476841767703097393625967402
"(14, 26)",149180877801743630100432470498925000*x-333578583707788152045668829545550000
"(14, 28)",-47240017588724998715958485288230000*x+105631890586674799937159456794057500
"(14, 30)",-50731265481666970889566156073125000*x+113438558201595957958285611988750000
"(15, -33)",110013211131498760064679195580275217594569510000*x+245997018513067782788245688539860127284607192500
"(15, -31)",-386175881552361679888418757038727432326211992536*x-863515522421987727722017970084238492259320019468
"(15, -29)",-99098898740261781321475635773602721422707012816*x-221591874078593618325807290150929615518674455248
"(15, -27)",104652274771276255145448005366123281598612670000*x+234009600388559962187683346418111012908369460000
"(15, -25)",-18212786215145162377518455089691269872938375000*x-40725028036735692892066786006571246918440250000
"(15, -23)",-6189089379621361793603739439012962972054117500*x-13839224571655366593898806600513818739312140000
"(15, -21)",-1917369133855294388198478125038407617130450000*x-4287367721260331670672281510858090937800100000
"(15, -19)",-3071861701393473996298888878313998234888323456*x-6868891581793968307056573993450219899743585568
"(15, -17)",-1685976813304671096081253949468946938918000000*x-3769958763037716422139229262208442954377350000
"(15, -15)",521520729274421421452158595569772834006250000*x+1166155802332870872667209284907620598501562500
"(15, -13)",120044054161172264743529275186905960954155000*x+268426665399047679358309371993435472088090000
"(15, -11)",-5868094893005860366449346978839475817634156*x-13121459079180459024236909571817437391385928
"(15, -9)",-12496560688053501354655455450692948831550000*x-27943159183439172901276395352831757579025000
"(15, -7)",-6136466220732981222186309823278352346797500*x-13721555611190176050707414464137451553880000
"(15, -5)",1159959870408081091919356637083016753847500*x+2593749121404321904781994085810910780495000
"(15, -3)",367232306760461543004274582944855921420000*x+821156401450303596740745217652592786360000
"(15, -1)",16858432140479190255011324288544477098224*x+37696600260132041825529783810120217289092
"(15, 1)",2014849004578717795773314999010868404704*x+4505339338244957469528798975833503684892
"(15, 3)",6210938117847655238694665945283623820000*x+13888079827038159641587694756376090360000
"(15, 5)",-252834883199329466711217767558697192500*x-565356012809061782616845715672867905000
"(15, 7)",29440890404288442344928810743898502500*x+65831974527996007313875037921465370000
"(15, 9)",-9189108000014381010090921622639050000*x-20547180424321413438632542730747775000
"(15, 11)",880348183232930351074779228437042004*x+1968654425627348248262533782682827672
"(15, 13)",9302790582550112842069309016155000*x+18018608860873042754082853483090000
"(15, 15)",-12090771110967678697260510389062500
"(15, 17)",-8762788957122675539388598917400000*x+19492959705057408253301360636150000
"(15, 19)",-15925276686730982267989612301030656*x+35607065763127439432505685990502432
"(15, 21)",-9939600461619820018843853370450000*x+22226055324046329454527746799900000
"(15, 23)",-32084419637904844042940527290017500*x+71742941073794963620636645380110000
"(15, 25)",-94415612811311400426620299396375000*x+211119728381203414722547536254750000
"(15, 27)",542520432505817908891131411493470000*x-1213112566265599583913382081812540000
"(15, 29)",-513731569838493965118235269840166416*x+1148738712346553162643414339589588752
"(15, 31)",-2001946988166248065141181258075935976*x+4476489552890697728143274098695253132
"(15, 33)",570311682329490637496057030706660000*x-1275255690051006679796309811056932500
