numerator,98209*x-219602
denominator,224
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",43133785636*x+96450076809
"(1, 1)",1
"(2, -4)",8320513875310281831048*x+18605234632923999244961
"(2, -2)",-11732705432302855520*x-26235126906610241880
"(2, 0)",-130316932546500*x-291397519796250
"(2, 2)",-272007320
"(2, 4)",-43133785636*x+96450076809
"(3, -5)",-25138156307376710860783500*x-56210626332309423540536250
"(3, -3)",1202889130171893025408440*x+2689741864459946092768110
"(3, -1)",-3992767854186326690676*x-8928100340336591441952
"(3, 1)",142169197278731412*x+317899896854758512
"(3, 3)",27887399921790
"(3, 5)",130316932546500*x-291397519796250
"(4, -8)",-2263240680245963929308059271360*x-5060760010472840798303865114520
"(4, -6)",27424456002047182752635357940*x+61322947866529612335684538368
"(4, -4)",83264946312245913302479104*x+186186080097052291923725376
"(4, -2)",-40671486802401676882390620*x-90944209236155709708275920
"(4, 0)",35447159572594240380000*x+79262258414424908550000
"(4, 2)",-142297242669879553540*x-318187250535479467680
"(4, 4)",1930388095654464
"(4, 6)",-142169197278731412*x+317899896854758512
"(4, 8)",11732705432302855520*x-26235126906610241880
"(5, -11)",1605028404728053862623990388146028*x+3588952618789973294871796462342089
"(5, -9)",-770205532433554500857336689534356*x-1722231927167846888878941784540848
"(5, -7)",-27449200641924392741100138098340*x-61378278563373805919047157790320
"(5, -5)",-1530910669794255997473987812500*x-3423220325139690393377996953125
"(5, -3)",-67326452952916881816374813340*x-150546525486663595723105792470
"(5, -1)",1399202255799633840162484896*x+3128711358238848691202178688
"(5, 1)",-7847663993362595142651296*x-17547910121297560015922688
"(5, 3)",-2983285483974845128860*x-6672390013578947907030
"(5, 5)",-35492147216416328125
"(5, 7)",142297242669879553540*x-318187250535479467680
"(5, 9)",3992767854186326690676*x-8928100340336591441952
"(5, 11)",-8320513875310281831048*x+18605234632923999244961
"(6, -12)",232037497995580563347150853193735920*x+518851618847089335902939410451600190
"(6, -10)",6837762526910635351656612935220000*x+15289701824172915708006176725350000
"(6, -8)",-575543554598050019486669380028820*x-1286954512093101493641183476342070
"(6, -6)",-327194648555187761168041669780800*x-731629476043553184038324982565200
"(6, -4)",-13185451891865409575651489796360*x-29483566744264262126813132823378
"(6, -2)",1086062083399373503775247748320*x+2428508646266044136060299088640
"(6, 0)",-3634200414505176805538235000*x-8126319170775742226735287500
"(6, 2)",-38671062338339024377935840*x-86471098971739292096307840
"(6, 4)",748159168041019667216832*x+1672629070396440534583998
"(6, 6)",-7585576914494307502800
"(6, 8)",2983285483974845128860*x-6672390013578947907030
"(6, 10)",-35447159572594240380000*x+79262258414424908550000
"(6, 12)",-1202889130171893025408440*x+2689741864459946092768110
"(7, -15)",-4849154213366263151640575844907156500*x-10843038454466483717678176677577856250
"(7, -13)",-7845536052055743224251192586961816700*x-17543151932321970524306988398450810880
"(7, -11)",-1513815588462889679592941782044304032*x-3384994561201867698798909732413663872
"(7, -9)",144306832993935904521910479825501816*x+322679888192150179543782069057428142
"(7, -7)",-962070259110028088971900118533000*x-2151254498500859132045584320833250
"(7, -5)",-82855490893406980773207425613000*x-185270509946772790495006696470000
"(7, -3)",200911357604279591313689851817700*x+449251453054938503182871017767360
"(7, -1)",3301865142617503357794561552548*x+7383194911426735208794833692838
"(7, 1)",-131134751610812174588329184364*x-293226218737776674457694808698
"(7, 3)",1918136146766393460291921660*x+4289087472134335491940368240
"(7, 5)",12063485235741506003997000*x+26972852137271940310110000
"(7, 7)",-22304331625997421159250
"(7, 9)",-748159168041019667216832*x+1672629070396440534583998
"(7, 11)",7847663993362595142651296*x-17547910121297560015922688
"(7, 13)",40671486802401676882390620*x-90944209236155709708275920
"(7, 15)",25138156307376710860783500*x-56210626332309423540536250
"(8, -16)",16061820934626759270640928861834998272*x+35915323452254639461063675381149155904
"(8, -14)",269906330086393651531501231923862102432*x+603528901630672890378479811571501615872
"(8, -12)",-7459652779574768694094566650500120800*x-16680290703674437552068491646916853760
"(8, -10)",2326965299652118045328917414585533000*x+5203252591305303682051640565174450000
"(8, -8)",822781850111133054785694226344765440*x+1839796147501536406070597767027407360
"(8, -6)",45274351342262629301798484081905784*x+101236527238508086395614879194235568
"(8, -4)",11062942125536649692285027739338400*x+24737490623845961700446114819734400
"(8, -2)",482680404379813434004820443118800*x+1079306195600347301384898406477920
"(8, 0)",-251562255249969374859612576000*x-562510303317917012039682960000
"(8, 2)",-118893767690422405080464752080*x-265854535466543327165245226720
"(8, 4)",38705891622023582081211912800*x+86549261276324334918663417600
"(8, 6)",-967737741963383316902662008*x-2162877749226135203382850608
"(8, 8)",19075113347445881825815040
"(8, 10)",-12063485235741506003997000*x+26972852137271940310110000
"(8, 12)",38671062338339024377935840*x-86471098971739292096307840
"(8, 14)",-1399202255799633840162484896*x+3128711358238848691202178688
"(8, 16)",-83264946312245913302479104*x+186186080097052291923725376
"(9, -19)",5290181775684983675467338471767137295508*x+11829206063762167580099217334477760256912
"(9, -17)",-12987283117172716226547537845126920792980*x-29040447893033559818602965145949679749430
"(9, -15)",-701037818240282081659081221478122465000*x-1567568216383412732594430603144659887500
"(9, -13)",370008958282833496729733585028273383580*x+827365183004299555789143451520470524960
"(9, -11)",-186631484735330824132240078812250439160*x-417320686609914069439385170429138935312
"(9, -9)",10971485618567527550978169429175595244*x+24532987657278320435270317865549700411
"(9, -7)",-3793174760767326074932999848378260040*x-8481796615612243446400286779868979390
"(9, -5)",82930250053036391200965548613345000*x+185437676509644913326026788508250000
"(9, -3)",-111347913944561393077645271922230040*x-248981504732835932560567388124934080
"(9, -1)",-375174964643862848337334827026220*x-838916724397816646237335311411702
"(9, 1)",83716647363794706743989447019508*x+187196114345125593383972035460682
"(9, 3)",3964729261071841459839216267480*x+8865401558684441594538136776480
"(9, 5)",122877340356388415025080895000*x+274764008559866509635612150000
"(9, 7)",-9239500906924742230586629680*x-20748091866148483081814039310
"(9, 9)",254359441370492360903292579
"(9, 11)",967737741963383316902662008*x-2162877749226135203382850608
"(9, 13)",-1918136146766393460291921660*x+4289087472134335491940368240
"(9, 15)",3634200414505176805538235000*x-8126319170775742226735287500
"(9, 17)",67326452952916881816374813340*x-150546525486663595723105792470
"(9, 19)",-27424456002047182752635357940*x+61322947866529612335684538368
"(10, -22)",-436579474893953259987999793185360844924960*x-976221383444042278809647099307152552091480
"(10, -20)",-295312903378747254366750068990309780625000*x-660339726587706184191538970051732028828125
"(10, -18)",209501542726424237852141855257912223485920*x+468459690927361222414298759248973495007360
"(10, -16)",-25295913727082076285215832215973682076404*x-56563382646725585474093240648800156262202
