numerator,1
denominator,1944000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-466247605003028679897198862332567785449243738042475749848871753926348264800693004341825620777077*x-1042561339133243168934333330699379462764520924072318087916508833242567387255512314745245570870383)/2
"(1, 1)",(466247605003028679897198862332567785449243738042475749848871753926348264800693004341825620777077*x-1042561339133243168934333330699379462764520924072318087916508833242567387255512314745245570870383)/2
"(2, -4)",-573454493688738821311513983558404751920480550042244519894408574734587196420485609262626710072481166350996473116248*x-1282283229890744131156572733182391027267655430361997362025104701096519407864611695442724540257403692614291811024409
"(2, -2)",-5538554645354318216346796554538953605960982442478602679440026816791605243450810053830073713345096090138704524*x-12384584684109495337057378779820153485133789741611979032969248986342149066907758205284034860518414265250672996
"(2, 0)",-4008446344974070751220442268639677805471732559447836841232407848413641026127300348538514723867217850302
"(2, 2)",5538554645354318216346796554538953605960982442478602679440026816791605243450810053830073713345096090138704524*x-12384584684109495337057378779820153485133789741611979032969248986342149066907758205284034860518414265250672996
"(2, 4)",573454493688738821311513983558404751920480550042244519894408574734587196420485609262626710072481166350996473116248*x-1282283229890744131156572733182391027267655430361997362025104701096519407864611695442724540257403692614291811024409
"(3, -5)",-2204821417171123453764893285218763380440160650467133696753661846449624057202905525984193159708147260130192025774615566581*x-4930130567042054110801717800996830579689531689281111187809175034354237786439312544039306763891200862782730233707881768497
"(3, -3)",-698219525272501525749690251948199653696324358122478782148121762554881839847415855953291523630800976256903308854020593*x-1561266321726945786244812940113169969350158957851337067440516871830420856457235290241245298888989171816586102923568547
"(3, -1)",1622740830403574377302853206024734490814701109314035062975281157329984344210923157795507635043237441725195204434*x+3628560860279302559869739909257216554730524291615881512668657373284185062270491161323510000902813820221606657162
"(3, 1)",-1622740830403574377302853206024734490814701109314035062975281157329984344210923157795507635043237441725195204434*x+3628560860279302559869739909257216554730524291615881512668657373284185062270491161323510000902813820221606657162
