numerator,1
denominator,676800
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-319915915097869253755027367691469634624695024281019751684774551176947225361565054439*x-715353733242886937422587805031622812615948445176322075518443540759317358248020102859)/2
"(1, 1)",(319915915097869253755027367691469634624695024281019751684774551176947225361565054439*x-715353733242886937422587805031622812615948445176322075518443540759317358248020102859)/2
"(2, -4)",-2696924279650763592814534915209612722198045386302851465723650915205002181570883770432911020181731143036*x-6030506019468760180455233348064426773097038021104581634961044807852167138932291437353602899593355672257
"(2, -2)",-16080603902091352535156107616047200290720894257241818332334889976992971851218374368368361604432940*x-35957323444324636879048097274748563595627886931436268709353417789139436842757996744718008685686140
"(2, 0)",3336880065288514224975968616038067920250798711663414992360694434923340622883009271350120290
"(2, 2)",16080603902091352535156107616047200290720894257241818332334889976992971851218374368368361604432940*x-35957323444324636879048097274748563595627886931436268709353417789139436842757996744718008685686140
"(2, 4)",2696924279650763592814534915209612722198045386302851465723650915205002181570883770432911020181731143036*x-6030506019468760180455233348064426773097038021104581634961044807852167138932291437353602899593355672257
"(3, -5)",12580227722532407935560515988292964251184351314088685794263608542642463441929672323303196685067768723580972205*x+28130244360009826923610291789983675305853914202022920088125002677429286742072270600280403808094461143271841815
"(3, -3)",-3396574836593578282947830290724635465079714659918420977511913428974501101771080680281868745603621528347255*x-7594972225288481269655366261606386468371438647874172859138494883757709735765860246199270886311167370576155
"(3, -1)",-76995052128311177737624789687592982901569114740955186944919303768230846025435364069213093323189338562*x-172165803593159690100260738129730990975352845322667407097783856030697103590235957230588771870548942294
"(3, 1)",76995052128311177737624789687592982901569114740955186944919303768230846025435364069213093323189338562*x-172165803593159690100260738129730990975352845322667407097783856030697103590235957230588771870548942294
"(3, 3)",3396574836593578282947830290724635465079714659918420977511913428974501101771080680281868745603621528347255*x-7594972225288481269655366261606386468371438647874172859138494883757709735765860246199270886311167370576155
"(3, 5)",-12580227722532407935560515988292964251184351314088685794263608542642463441929672323303196685067768723580972205*x+28130244360009826923610291789983675305853914202022920088125002677429286742072270600280403808094461143271841815
"(4, -8)",-271122310884281639921987105790574324781662818995502884375021302121537972952400152379905814908729497451661032399361120*x-606247917354084865125208868079629060401017891938151876787015896772190417873311895252281523340084275376482985380542440
"(4, -6)",1383222129844890835587408088405679177936704133754844084810120655915617236666561135488912837514745045071919576839144*x+3092978710315216542859403802325044168039436745982549181490331684687253047050689407097869112101817377123433835764836
"(4, -4)",577244969417732602956802836539089171091379377462632920812013294754314875276062723045438936896371138722648754208*x+1290758991287837297592686719118490094556698564205353346750365296275721256018733549705217663522772107853483628448
"(4, -2)",-2822326982229747428116045686870826638897574963907837921835715412388551516256864772093824578182549857017761720*x-6310915003676469466800942683218108550068523912371990347033122853947926340797664717259272440330573257990623460
"(4, 0)",-579633342908061216650473928528072698807624538055788473458206859984299268553290388198393230511590066961200
"(4, 2)",2822326982229747428116045686870826638897574963907837921835715412388551516256864772093824578182549857017761720*x-6310915003676469466800942683218108550068523912371990347033122853947926340797664717259272440330573257990623460
"(4, 4)",-577244969417732602956802836539089171091379377462632920812013294754314875276062723045438936896371138722648754208*x+1290758991287837297592686719118490094556698564205353346750365296275721256018733549705217663522772107853483628448
"(4, 6)",-1383222129844890835587408088405679177936704133754844084810120655915617236666561135488912837514745045071919576839144*x+3092978710315216542859403802325044168039436745982549181490331684687253047050689407097869112101817377123433835764836
"(4, 8)",271122310884281639921987105790574324781662818995502884375021302121537972952400152379905814908729497451661032399361120*x-606247917354084865125208868079629060401017891938151876787015896772190417873311895252281523340084275376482985380542440
"(5, -11)",(-90941403374004676032219099219043759994051418312050803075641615561173090398680720208669349830513626202101451412849377694945*x-203351159913503186707222547006323086334735468540904117598538505994778954817801651475910303591644968582857557744118088287299)/2
"(5, -9)",-1298151135600161356899843826512378447411064213337340928324534612828184028903153664937867184687817155046713751646430807270*x-2902754184270508048151437461602583968130173479125155300012767478839688116924798245844451819766349228376481954439267710654
"(5, -7)",-62880451985964803177522284211737039815606056422682342429351064479904516860369873267821234138356888865653439645579891750*x-140604965096528951842502396407878278530520955921339518368827220707659954895072535101937109013039908561111921011226516610
"(5, -5)",(262446864849580850777120484625313657845886068952537230071452927846833417686401411053883878136764603833640750784412775*x+586849030285362901271459627917579005138133589839050899804073785687183124545793289969919912903248217303517649694227275)/2
"(5, -3)",57623747093284207113173387453206784571047980708798752893959271039894713903050628864603871772607990894863634270125*x+128850615554379939232903412495556152487656629123303204204751611035403927554292915777431687679855569371550250088535
"(5, -1)",1634820362955616850113045819152075545479039084986411742942808164833104989960741694477004054485784020502860782640*x+3654545046488590213979470810569294156755686245980201300549614285791179447079058496135779462743044217236285033136
"(5, 1)",-1634820362955616850113045819152075545479039084986411742942808164833104989960741694477004054485784020502860782640*x+3654545046488590213979470810569294156755686245980201300549614285791179447079058496135779462743044217236285033136
"(5, 3)",-57623747093284207113173387453206784571047980708798752893959271039894713903050628864603871772607990894863634270125*x+128850615554379939232903412495556152487656629123303204204751611035403927554292915777431687679855569371550250088535
"(5, 5)",(-262446864849580850777120484625313657845886068952537230071452927846833417686401411053883878136764603833640750784412775*x+586849030285362901271459627917579005138133589839050899804073785687183124545793289969919912903248217303517649694227275)/2
"(5, 7)",62880451985964803177522284211737039815606056422682342429351064479904516860369873267821234138356888865653439645579891750*x-140604965096528951842502396407878278530520955921339518368827220707659954895072535101937109013039908561111921011226516610
"(5, 9)",1298151135600161356899843826512378447411064213337340928324534612828184028903153664937867184687817155046713751646430807270*x-2902754184270508048151437461602583968130173479125155300012767478839688116924798245844451819766349228376481954439267710654
"(5, 11)",(90941403374004676032219099219043759994051418312050803075641615561173090398680720208669349830513626202101451412849377694945*x-203351159913503186707222547006323086334735468540904117598538505994778954817801651475910303591644968582857557744118088287299)/2
"(6, -12)",-57266954922562755898825540125661280211815470001713455245626075515633197265488778687834843217702953698355785752990831428453240*x-128052804071266527253257115539049590089134766108211640284320513388615748929886486457529913639972332496252706427098747576588130
