numerator,1
denominator,33840
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(2917496505141150716959921438988404811421926588738593555636690247*x+6523720509613677676477852096391437735862973130347506851052660907)/2
"(1, 1)",(2917496505141150716959921438988404811421926588738593555636690247*x-6523720509613677676477852096391437735862973130347506851052660907)/2
"(2, -4)",-24594797536422480629422015345263264876179450726981549071171313557199727515625330428*x-54995639184285026472327056593371443879868983156779902713448614202695568863595275361
"(2, -2)",-1316728497940230871995725208797495559759777130825694030092441169934860666735000*x-2944294429305548049444542046220336791358868392902629848116147436568565610035000
"(2, 0)",304262563941471104423009609043429457841871960791327940492821271317368760*x
"(2, 2)",-1316728497940230871995725208797495559759777130825694030092441169934860666735000*x+2944294429305548049444542046220336791358868392902629848116147436568565610035000
"(2, 4)",-24594797536422480629422015345263264876179450726981549071171313557199727515625330428*x+54995639184285026472327056593371443879868983156779902713448614202695568863595275361
"(3, -5)",-2564964909080922573535055502461705361842193856931204213172580687411828862566148597360825860*x-5735435896606510501507903330414512544289961256342314380531619633299157770543303349255395100
"(3, -3)",-499716739761764688650017808968970185542768365890427439526606713876745760930015207446500*x-1117400599601877907088343459745235610870108292221848680413405299227964010222751406716500
"(3, -1)",-24007742630094362383230325491297117977431793972117349401855006347481192358335311994*x-53682905080405627780101286682981065695325273157014971178610539191074724337019108958
"(3, 1)",-24007742630094362383230325491297117977431793972117349401855006347481192358335311994*x+53682905080405627780101286682981065695325273157014971178610539191074724337019108958
"(3, 3)",-499716739761764688650017808968970185542768365890427439526606713876745760930015207446500*x+1117400599601877907088343459745235610870108292221848680413405299227964010222751406716500
"(3, 5)",-2564964909080922573535055502461705361842193856931204213172580687411828862566148597360825860*x+5735435896606510501507903330414512544289961256342314380531619633299157770543303349255395100
"(4, -8)",22200315071644528613322126253814985983795247589754928868447056282794460935132596209906968148280000*x+49641413622110279889355043642277268667568005362582312959399016504351953353809560092419697306610000
"(4, -6)",148641298158492136319882053012757361561991105443280213730510733242904386259759357315258597005368*x+332372046946202725911705137081030872403352048602926788401276856491522166655818915665308621910052
"(4, -4)",-320910213478106331111276202584755147256401176614577365402066597264091426118134302575628294976*x-717577052011014975852830203238641678530610858771839644178520954088168154516154619147981000256
"(4, -2)",-315437581145797725260278931141358131491719344791991832479546651187288362524884863620115000*x-705339873623412925501793860835662950486286068754091345197688624267561904721148237791165500
"(4, 0)",-97077217545063175882084046636774078655359440340032753945542638503861134134502903257600*x
"(4, 2)",-315437581145797725260278931141358131491719344791991832479546651187288362524884863620115000*x+705339873623412925501793860835662950486286068754091345197688624267561904721148237791165500
"(4, 4)",-320910213478106331111276202584755147256401176614577365402066597264091426118134302575628294976*x+717577052011014975852830203238641678530610858771839644178520954088168154516154619147981000256
"(4, 6)",148641298158492136319882053012757361561991105443280213730510733242904386259759357315258597005368*x-332372046946202725911705137081030872403352048602926788401276856491522166655818915665308621910052
"(4, 8)",22200315071644528613322126253814985983795247589754928868447056282794460935132596209906968148280000*x-49641413622110279889355043642277268667568005362582312959399016504351953353809560092419697306610000
"(5, -11)",(829346756428553253780524531696322009816027736149528673129709481286118597377837624216988803777544761985*x+1854475724293205782831144622994101629945618390638304413857541181092501295198467808363187858639881077027)/2
