numerator,(-2971215073*x+6643838879)/2
denominator,101760
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-19740274219868223167*x-44140595050111976643)/2
"(1, 1)",1
"(2, -4)",(871347450517368352816615810882615488381*x+1948392131377969933807455373068577549447)/2
"(2, -2)",12275058003590360637283566777383180*x+27447864123780903959930519707904220
"(2, 0)",85614775062992895508065630*x+191440456919205953852291490
"(2, 2)",-1243656280239080
"(2, 4)",(19740274219868223167*x-44140595050111976643)/2
"(3, -5)",-3779087116361994496665628265561981573163014460*x-8450295685079077436434625436508322972759959560
"(3, -3)",-34481251930458425497059302912606608493543340*x-77102423265800890617946664887469459734852860
"(3, -1)",963146818681183701088715630561988447036*x+2153661758883791102564947331504825803452
"(3, 1)",-332938276946215193548670270196168*x-744472619563485847911717647178288
"(3, 3)",3493492698875852414480040
"(3, 5)",-85614775062992895508065630*x+191440456919205953852291490
"(4, -8)",-541828364553118074761666183671426801508056696821064740*x-1211565055278309476300335618655582885315003798840894380
"(4, -6)",14696093659365879945986549515333399819369431832551060*x+32861464426045746462062268293560183515437778286923732
"(4, -4)",-22054771469026333821097723262660618185136371683456*x-49315968232965779963947042526695701290138943786624
"(4, -2)",15678150873620898124579033353045793630543896480*x+35057411114914042599734742690261140001128731880
"(4, 0)",-3150720578209401803143501669988863479730800*x-7045225390983665053269437560931974540928400
"(4, 2)",8999060347233391854540869452211226340*x+20122510668448282641827944332579640980
"(4, 4)",2234494944029562843087707348736
"(4, 6)",332938276946215193548670270196168*x-744472619563485847911717647178288
"(4, 8)",-12275058003590360637283566777383180*x+27447864123780903959930519707904220
"(5, -11)",-19230897480617320007879654470469878795293659494639420830908*x-43001594034989771874694756165454724275332884882536064794889
"(5, -9)",-42513873697209754751889289744294642731101601990174144776316*x-95063911573801322881029638094838494839133494732652685593348
"(5, -7)",-397223878603071071383473733597767066452347685421922480140*x-888219594842591118269170049867422261652779432728214362020
"(5, -5)",(9997774807622467628807950349210763373789514182533672725*x+22355704093578720206365498235031936114285124993796249025)/2
"(5, -3)",-24116174291692212493662477456226318416812823785969460*x-53925405073456628925153551004835458541296238018119630
"(5, -1)",18240241329989194684741200435191404387753567113144*x+40786419539857012667314274961767415743090750237512
"(5, 1)",-4978277945465795028658122357609374470802272456*x-11131767896949510483456154212938863131695698488
"(5, 3)",136281602502189675673213355010093956072715*x+304734929720848992130187261267067853701495
"(5, 5)",-506465852311205031216033769901605675
"(5, 7)",-8999060347233391854540869452211226340*x+20122510668448282641827944332579640980
"(5, 9)",-963146818681183701088715630561988447036*x+2153661758883791102564947331504825803452
"(5, 11)",(-871347450517368352816615810882615488381*x+1948392131377969933807455373068577549447)/2
"(6, -12)",1522022978283257215563899659638880152579460920963189270388207620*x+3403346842758049297220597477733651104482071774761599640947268940
"(6, -10)",139074681158795866205525311440721915229657870922396690047973600*x+310980441020176780976708860589843181653870863465806602876289600
"(6, -8)",-6015551052945655860225214929446068630201317138189185875565205*x-13451181076506923024797585452353312814752926018014220516061655
"(6, -6)",-121432354732279266785475745397181060364580141188197118383600*x-271530999849244716385938981215141995980125463329982076964400
"(6, -4)",268928308310786766709534620497217997057268481780206627640*x+601341978456940850281040799658532782230568357231390203672
"(6, -2)",-6196176272902668933433734488254521638012182520298374880*x-13855071346781655898215668553888565967331433110929876160
"(6, 0)",11692136752909452864417113770649125731449771782967400*x+26144412581729198607640590729597766348557194064610200
"(6, 2)",904730193679383213159741240364716141528567535440*x+2023038214364279206919428060727633202212234153040
"(6, 4)",-534832497818265597739489539067151301700328352*x-1195921848944313723225518435491413105162076848
"(6, 6)",12303005863014793759028136345112789101600
"(6, 8)",-136281602502189675673213355010093956072715*x+304734929720848992130187261267067853701495
"(6, 10)",3150720578209401803143501669988863479730800*x-7045225390983665053269437560931974540928400
"(6, 12)",34481251930458425497059302912606608493543340*x-77102423265800890617946664887469459734852860
"(7, -15)",166811154062430197776540839040526381043128497346082083355483192150*x+373001079888784120092425457472212365540360726983466412762492265590
"(7, -13)",-692042908847059378037623148374874356347533155714278642339758690300*x-1547454987528715381162259476250764359386552410727612549939349119820
"(7, -11)",219744150837709111078796850668416594676979935550039670539961358352*x+491362858931084929759303863811103887775734886076013292523476178272
"(7, -9)",23607824974764267301624764052926157289770924249271822341061309976*x+52788701444490158914049676150960838655030457028822300504956857592
"(7, -7)",63373652072476068845289306855543630294933212401157588068620100*x+141707794016476918973442200495064370979686941349613897089422900
"(7, -5)",-13156959887162287230067005021137907083090817115238286672749760*x-29419856684932836864901376875824968846055711740354113995172320
"(7, -3)",-67322995071706548161390336072731695373936461489749284477200*x-150538793429219170353137668980138722852783851168575669743160
"(7, -1)",-239188238076292219103449779559274673298309016217248870828*x-534841159756992930924346150120941626155676211775384162488
"(7, 1)",584370714070082425624421731939911847906869209056944546*x+1306692640720797131698279589176301783827141501736203202
"(7, 3)",-983292637861812539239734170189329971595908207125940*x-2198709180027275421737091221339013388805288443725060
"(7, 5)",-148602254280518773032053606892059294271661359120*x-332283409174148806563653508629250047965764163920
"(7, 7)",-6420746881894037000878564033881382220020600
"(7, 9)",534832497818265597739489539067151301700328352*x-1195921848944313723225518435491413105162076848
"(7, 11)",4978277945465795028658122357609374470802272456*x-11131767896949510483456154212938863131695698488
