numerator,(-2971215073*x+6643838879)/2
denominator,48
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(19740274219868223167*x+44140595050111976643)/2
"(1, 1)",1
"(2, -4)",(871347450517368352816615810882615488381*x+1948392131377969933807455373068577549447)/2
"(2, -2)",-1203103466528261221338973853726720*x-2690221135122834998811972606842880
"(2, 0)",83745152079374133291443625*x+187259852835538425797101875
"(2, 2)",-121893288120320
"(2, 4)",(-19740274219868223167*x+44140595050111976643)/2
"(3, -5)",3696560845345696576143454618095440781042694500*x+8265761333157064631326285099153444391294403750
"(3, -3)",684224091435813286527176653840447795773465*x+1529971580293510191889093063587933825826485
"(3, -1)",-23190316037534142341150194689281870436*x-51855123079629906745237741657677453552
"(3, 1)",-16613799878108963485371614306418*x-37149585892031712107038701715938
"(3, 3)",69322653152118253235790
"(3, 5)",-83745152079374133291443625*x+187259852835538425797101875
"(4, -8)",-53105702919409927439105561216081699141941091145000960*x-118747961720709633622165218386154298736344331242731520
"(4, -6)",-733343012663230664836887010926026197203112742865210*x-1639804827139472856668927828785502801654471399382582
"(4, -4)",-635342589499846010376753029032604249113447366656*x-1420669219122399790156613441277449106771016679424
"(4, -2)",-173814939693299659612562387749104299157906570*x-388662020659244486265344048830995046465425670
"(4, 0)",-10207971951091166787234621435515496960000*x-22825719195051007463924751806622297600000
"(4, 2)",-12701165063689828792138578297126190*x-28400668493466087974100677807544930
"(4, 4)",-64370188825480992754747047936
"(4, 6)",16613799878108963485371614306418*x-37149585892031712107038701715938
"(4, 8)",1203103466528261221338973853726720*x-2690221135122834998811972606842880
"(5, -11)",19230897480617320007879654470469878795293659494639420830908*x+43001594034989771874694756165454724275332884882536064794889
"(5, -9)",-1023634349296911951369761846879297655891108639103798532766*x-2288915989131659180115611411978205087270031986986839669998
"(5, -7)",-560636983914777365036940135930116542076968646461486740*x-1253622406733898351030062620733701005824514934867644320
"(5, -5)",(-7403122827905183704404055278977601828932010759921875*x-16553885888976467784358696886270097963635747100234375)/2
"(5, -3)",54809082485186826446355127491290841318694215586260*x+122556834221270854174688290806028459888692371065530
"(5, -1)",-57003757140425805708928795494432681242674771344*x-127464275938881126765554623980429364652031431312
"(5, 1)",5110601923172064654729538982254415323056544*x+11427653306153888443688167629640453819893312
"(5, 3)",-858259791072245407228849475772025295835*x-1919127229639286459872157480494356005655
"(5, 5)",-375026341855680842108654975078125
"(5, 7)",12701165063689828792138578297126190*x-28400668493466087974100677807544930
"(5, 9)",23190316037534142341150194689281870436*x-51855123079629906745237741657677453552
"(5, 11)",(-871347450517368352816615810882615488381*x+1948392131377969933807455373068577549447)/2
"(6, -12)",30202058543599024464824432918785343833866646502135712199177995*x+67533855963915714604670923657572913541509945661869328237554065
"(6, -10)",-450585956176016653228462255120018034259825535759573002240000*x-1007540827716314431946326708002397976510175878247572659200000
"(6, -8)",-37884097830704612379750312352276281707567606523994469595645*x-84711418015707832842100729689709771466014420862402506981695
"(6, -6)",-83402324316249765130440718328399904209262830790383308800*x-186493266652618142891787631146822008567309772056122675200
"(6, -4)",1270663569640807881455082654671154625373502258940713615*x+2841290118249384455839898762778296928751674193778398797
"(6, -2)",2826743874364426847858922939003896971248428218859520*x+6320791458059983565251477051935880333172310187376640
"(6, 0)",5805436130769847750618474183416295971776617338750*x+12981349827434738074231944032991250106723026106250
"(6, 2)",2025110695315673182837956456237042155732213760*x+4528285176687996563525610896125821414605660160
"(6, 4)",295439319243121416479427374232023044117827*x+660622529792069487896914351715403963352473
"(6, 6)",-8449966133936159678989950606850252800
"(6, 8)",858259791072245407228849475772025295835*x-1919127229639286459872157480494356005655
"(6, 10)",10207971951091166787234621435515496960000*x-22825719195051007463924751806622297600000
