numerator,1
denominator,960
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-95310012879365857003783339683508782022234575580901287366187693950148944837*x-213119667734642519305397385577196552252835961465404151463332762608583013051)/2
"(1, 1)",(95310012879365857003783339683508782022234575580901287366187693950148944837*x-213119667734642519305397385577196552252835961465404151463332762608583013051)/2
"(2, -4)",2103520341364522644995707427331546075017740576506771018382208293219801091772533325546345248677*x+4703614475344635363167336813971633568785952930985726222389622838343888062602606904473429590422
"(2, -2)",-193573217397802221075101746357138670679790728921232612431579240272340981044918464132877750*x-432842872724830716262092064759915991263810812119771095101625073066752565646812514467538250
"(2, 0)",34049835855818239018697064703363208002288149944044900681361305162408974253919852400
"(2, 2)",193573217397802221075101746357138670679790728921232612431579240272340981044918464132877750*x-432842872724830716262092064759915991263810812119771095101625073066752565646812514467538250
"(2, 4)",-2103520341364522644995707427331546075017740576506771018382208293219801091772533325546345248677*x+4703614475344635363167336813971633568785952930985726222389622838343888062602606904473429590422
"(3, -5)",-336076548467676720586667096095975877625530589676331103144840821290732726319124495499982516007450275400*x-751490008017227930621126035059144524518678551467786541671426619866468133325168603337098997331403746600
"(3, -3)",42417228120543171446629216466802193292309854744896974203319064970148978237329092814639402682325000*x+94847805494650175078415759591647516052407029731364432958189713212525411833521590363748401698475000
"(3, -1)",81076989741821265891900196351059916460837517103482579977752648128911270024772934729955318934*x+181299683719383832962150374071646292596862270048081795777061923529242750196014962491480110774
"(3, 1)",-81076989741821265891900196351059916460837517103482579977752648128911270024772934729955318934*x+181299683719383832962150374071646292596862270048081795777061923529242750196014962491480110774
"(3, 3)",-42417228120543171446629216466802193292309854744896974203319064970148978237329092814639402682325000*x+94847805494650175078415759591647516052407029731364432958189713212525411833521590363748401698475000
"(3, 5)",336076548467676720586667096095975877625530589676331103144840821290732726319124495499982516007450275400*x-751490008017227930621126035059144524518678551467786541671426619866468133325168603337098997331403746600
"(4, -8)",8544437001703678279331983694394402262537358905127518915283266987289030657906079694093701774682534592241515500*x+19105941965273911018593501175460972536226056836014102860967957440443871433392762264663392018302938880176633000
"(4, -6)",-59450260100008807251489311256880940199846768401422142096333288583879861090511459255690824692611472744721348*x-132934822863663138759850446864990750814661816676209946620782340096705301034394534181908086199315504438965896
"(4, -4)",-145903410070832410402404088479100586110487440301919649656739897647191439359013152268696968622794132869536*x-326249943067408675644119660167732480048758774427193836036220033129486991522603392539775249990986682629728
"(4, -2)",71546690880562618409840813827605838820181175400637399294743510257472214010244605620640258889704133500*x+159983264285287964508909299212998947674614657837355589421444240922594846726815370446423442914459019000
"(4, 0)",-588535630135188940750846728375853555249819227760694645167980548328373478330499867945853941150000
"(4, 2)",-71546690880562618409840813827605838820181175400637399294743510257472214010244605620640258889704133500*x+159983264285287964508909299212998947674614657837355589421444240922594846726815370446423442914459019000
"(4, 4)",145903410070832410402404088479100586110487440301919649656739897647191439359013152268696968622794132869536*x-326249943067408675644119660167732480048758774427193836036220033129486991522603392539775249990986682629728
"(4, 6)",59450260100008807251489311256880940199846768401422142096333288583879861090511459255690824692611472744721348*x-132934822863663138759850446864990750814661816676209946620782340096705301034394534181908086199315504438965896
"(4, 8)",-8544437001703678279331983694394402262537358905127518915283266987289030657906079694093701774682534592241515500*x+19105941965273911018593501175460972536226056836014102860967957440443871433392762264663392018302938880176633000
"(5, -11)",(-185701279135689407311237287646406354909700212649159105864370767222666554436139351870330036374120434567481552357785*x-415240683656064907428788796457011247540678735290785955695563357280161677482436365457562001447969501116056058013641)/2
"(5, -9)",-3578846022335915285155829713519465676603290412017819955803017046326884203627631806836535128552302796326968379910*x-8002542986947837273120220144299268042550832894327838756058813311018801334849497504042218084195643612101301685786
"(5, -7)",876609685244021235485492433470102014383430931051865660170458168543237599729388956124532719153896335282330333750*x+1960158845940325803834536338608553447438092812108767614158867856711618934810117728037666265025098053896555377750
"(5, -5)",(-23717272562617794227980295956137542128156101283924362315648813445350544599087184605755402936032827365874595625*x-53033433690904025414883616511362885463708707528894020270739942116077805045262337693575652236443015807793324375)/2
"(5, -3)",10095340760153558345828082946391518459864558348584074007172312784788325928743718111377907595069513952101875*x+22573868195865708461789812565571896311629418922716594363510372497031910550430603388724366128914368044428875
"(5, -1)",7780235162170129646733507176983563045748307459521609659365675261275665988655049921630582208214308079420*x+17401885790195547396209093572411547180481353264370926658728872560330878337137569340992123613064312704324
"(5, 1)",-7780235162170129646733507176983563045748307459521609659365675261275665988655049921630582208214308079420*x+17401885790195547396209093572411547180481353264370926658728872560330878337137569340992123613064312704324
"(5, 3)",-10095340760153558345828082946391518459864558348584074007172312784788325928743718111377907595069513952101875*x+22573868195865708461789812565571896311629418922716594363510372497031910550430603388724366128914368044428875
"(5, 5)",(23717272562617794227980295956137542128156101283924362315648813445350544599087184605755402936032827365874595625*x-53033433690904025414883616511362885463708707528894020270739942116077805045262337693575652236443015807793324375)/2
"(5, 7)",-876609685244021235485492433470102014383430931051865660170458168543237599729388956124532719153896335282330333750*x+1960158845940325803834536338608553447438092812108767614158867856711618934810117728037666265025098053896555377750
"(5, 9)",3578846022335915285155829713519465676603290412017819955803017046326884203627631806836535128552302796326968379910*x-8002542986947837273120220144299268042550832894327838756058813311018801334849497504042218084195643612101301685786
"(5, 11)",(185701279135689407311237287646406354909700212649159105864370767222666554436139351870330036374120434567481552357785*x-415240683656064907428788796457011247540678735290785955695563357280161677482436365457562001447969501116056058013641)/2
"(6, -12)",-1872321689617118455636269327114531204446719191501926174236844542599234680695143392337609776436681266244502546252650000*x-4186638573731139058498007726232359802003456776423952386491652122733339867978815590060036033847592462831309130417900000
"(6, -10)",5808927363515785000243086277430216591629785473121068565822361982703879919577489340954678755231959652577342311025000*x+12989156461179927016534998237805950848218066520832515211272381801876837382518827629415048381236600668799148279725000
"(6, -8)",-1361602671443177704922832215236508055588569538279663864060497204711944156215808123935570529858141196147239401120750*x-3044636131692257026888806000503215380435439657326210130604222310957615421279823430312488654701930753312182089538000
"(6, -6)",32252326322378576575367198047852420720834887385432021055129682668203416263384805945434888955304631645305827675000*x+72118394089344293928904440534121783932989636577183559440571398884372283894676135374516076912854502409108031525000
"(6, -4)",-5140212686405726699605071755070505472706667630667049507018270539099854960525392251584917709393636774876816128*x-11493864985373281159317083504879157047981819074797007094824795432832208178428452514254189314125917118869876256
"(6, -2)",-578740788631560843164667318202924713841266252351509421845233437519201379263791284753439155390639664951349000*x-1294102855158011679409025604003613353677015874411149496565017312399916600143409159763543429030335539199089000
"(6, 0)",135235773268201500231670519883299261389127972230019251452909908370339870733422860342548902540178276750000
"(6, 2)",578740788631560843164667318202924713841266252351509421845233437519201379263791284753439155390639664951349000*x-1294102855158011679409025604003613353677015874411149496565017312399916600143409159763543429030335539199089000
"(6, 4)",5140212686405726699605071755070505472706667630667049507018270539099854960525392251584917709393636774876816128*x-11493864985373281159317083504879157047981819074797007094824795432832208178428452514254189314125917118869876256
"(6, 6)",-32252326322378576575367198047852420720834887385432021055129682668203416263384805945434888955304631645305827675000*x+72118394089344293928904440534121783932989636577183559440571398884372283894676135374516076912854502409108031525000
"(6, 8)",1361602671443177704922832215236508055588569538279663864060497204711944156215808123935570529858141196147239401120750*x-3044636131692257026888806000503215380435439657326210130604222310957615421279823430312488654701930753312182089538000
"(6, 10)",-5808927363515785000243086277430216591629785473121068565822361982703879919577489340954678755231959652577342311025000*x+12989156461179927016534998237805950848218066520832515211272381801876837382518827629415048381236600668799148279725000
"(6, 12)",1872321689617118455636269327114531204446719191501926174236844542599234680695143392337609776436681266244502546252650000*x-4186638573731139058498007726232359802003456776423952386491652122733339867978815590060036033847592462831309130417900000
"(7, -15)",14834618831751048861416507951112451120816287084876127520161966202790297608172450604103728828870162038143584814828717482200*x+33171216128093860837442431558394591854455559575911763431729160978189637700746873352769149389895849064640841905767970811400
"(7, -13)",-3158113508457844328415001178602121381403888299167408991775720775753420012534573892608891391799318279681862815850223506750*x-7061756485572096948837711638128817390907212387954250653318022357778465019606989571587000965814985521018417261005248594750
"(7, -11)",-46893876647175534420578306126703261290502562810473149802744353309104513712987186422139142604352960039291529740644443524*x-104857895911574416388657499306279168543275691640595300538060908636889857591896481665325643213864249964744216946926744316
"(7, -9)",-2336585994896769137798658623961733001968538352361603942792880871313213976203974391644386665234482540603627760329637776*x-5224765119863152494816864084675535537215392896425203495892405262027466662757279276869927421098016137745841665335949136
"(7, -7)",86958789194047693268617554708291056706924734733504759445002909614071352271107233456721498525066863299635866062134000*x+194445763878964792771266309657972587364247078571959245284918084811455900856251204814043381024534935261719101236682000
"(7, -5)",-1531421341349290174899686123545664584032505862501719024088253955860646419027186364660443414913765059921838078363200*x-3424362221450796666470467533113068196345973046862365671734350690689349418929849077613529589135239680354348880047200
"(7, -3)",-6078793829298541816019859641046483199709636542414515001748394816188562306328521881750686094882462094625522245750*x-13592596680169626517619820429895674841240814216158075025025651784384430142284492443798568081849143123890092750250
"(7, -1)",81044509276291287619097882976627643062385152133477087092955914343348186690687709825382976925538247824836663096*x+180975913879329805428535952985552506410228610986138667970284807704069587653801780696101173994154626846395016024
"(7, 1)",-81044509276291287619097882976627643062385152133477087092955914343348186690687709825382976925538247824836663096*x+180975913879329805428535952985552506410228610986138667970284807704069587653801780696101173994154626846395016024
"(7, 3)",6078793829298541816019859641046483199709636542414515001748394816188562306328521881750686094882462094625522245750*x-13592596680169626517619820429895674841240814216158075025025651784384430142284492443798568081849143123890092750250
"(7, 5)",1531421341349290174899686123545664584032505862501719024088253955860646419027186364660443414913765059921838078363200*x-3424362221450796666470467533113068196345973046862365671734350690689349418929849077613529589135239680354348880047200
"(7, 7)",-86958789194047693268617554708291056706924734733504759445002909614071352271107233456721498525066863299635866062134000*x+194445763878964792771266309657972587364247078571959245284918084811455900856251204814043381024534935261719101236682000
