numerator,1
denominator,240
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-3290990769952941925544118371061179224773*x-7358879074939150514116665853167072641979)/2
"(1, 1)",(3290990769952941925544118371061179224773*x-7358879074939150514116665853167072641979)/2
"(2, -4)",72633145445074515593441252430560297667109930999900121876133*x+162412650634815834408518283229796086175117857584851510969238
"(2, -2)",(3600025882935038446766467834251247061128828412384029375*x+8049902595001446084810848975758868963896845387980050625)/2
"(2, 0)",-448496944419646852034078421640239654173836958525
"(2, 2)",(-3600025882935038446766467834251247061128828412384029375*x+8049902595001446084810848975758868963896845387980050625)/2
"(2, 4)",-72633145445074515593441252430560297667109930999900121876133*x+162412650634815834408518283229796086175117857584851510969238
"(3, -5)",(8853452669616826107766674743023642497432119663866223259647223148675*x+19796922004840210141875394047301269183093392081165537502294959731575)/2
"(3, -3)",(-645068584090827337210462692199958619471182006974951664404395375*x-1442417204176629299912990660847086756224801043887755293140868625)/2
"(3, -1)",-6450533992470387407953780639427499525431409463545195977539*x-14423903775734416983141063944479582679898835164456728700429
"(3, 1)",6450533992470387407953780639427499525431409463545195977539*x-14423903775734416983141063944479582679898835164456728700429
"(3, 3)",(645068584090827337210462692199958619471182006974951664404395375*x-1442417204176629299912990660847086756224801043887755293140868625)/2
"(3, 5)",(-8853452669616826107766674743023642497432119663866223259647223148675*x+19796922004840210141875394047301269183093392081165537502294959731575)/2
"(4, -8)",-79453642334278678172191894649972310654535339031097710332096274286920929375*x-177663745319402193435579396796701779812240018871550239012678645128968801250
"(4, -6)",703517686303973412746953545308626107487123203882618163716630202670008533*x+1573113369949057326959213575242456441170528473045321266219171803967424891
"(4, -4)",1414868327745439138778805749028179842297125499918315110606085960912456*x+3163741760050253677865246282217597548805155467888814542244313379304888
"(4, -2)",-849514950685453435832748034382694101984310263582434843266709739875*x-1899573176605087741988328676913785135520376459091126145845493341375
"(4, 0)",19650589669930836638825742869842639107164805443251946656337500
"(4, 2)",849514950685453435832748034382694101984310263582434843266709739875*x-1899573176605087741988328676913785135520376459091126145845493341375
"(4, 4)",-1414868327745439138778805749028179842297125499918315110606085960912456*x+3163741760050253677865246282217597548805155467888814542244313379304888
"(4, 6)",-703517686303973412746953545308626107487123203882618163716630202670008533*x+1573113369949057326959213575242456441170528473045321266219171803967424891
"(4, 8)",79453642334278678172191894649972310654535339031097710332096274286920929375*x-177663745319402193435579396796701779812240018871550239012678645128968801250
