numerator,(233*x-521)/2
"(8, 6)",-1428243149579472*x-2926362793159728
"(8, 8)",-888913147248640
"(8, 10)",1401454312054920*x-3042448171741080
"(8, 12)",500927791474560*x-1120593636839040
"(8, 14)",-1116943103021196*x+2497563004274932
"(8, 16)",-890897811901056*x+1992108068470656
"(9, -19)",-639397414939515743868*x-1429736084442396786648
"(9, -17)",-4059577742205328925655*x-9077491791516232496445
"(9, -15)",-2755679874263922495600*x-6161887523082203330400
"(9, -13)",-2175923141797010703330*x-4865512058873003645790
"(9, -11)",371463281900669739600*x+830617149474080134992
"(9, -9)",(1432967277696537323817*x+3204212242549250622267)/2
"(9, -7)",266886012464783492760*x+596775266257760851590
"(9, -5)",-199227081411252363000*x-445485289068598093800
"(9, -3)",39515885770853251440*x+88360216082804538720
"(9, -1)",11468672078842703415*x+25644725011047095277
"(9, 1)",325915629953058492*x+728580552397505382
"(9, 3)",-564821086119104520*x-1263629384321746680
"(9, 5)",-481805123384572800*x-1074066659066470800
"(9, 7)",-7675068715906095*x-21559033077535485
"(9, 9)",-11804364977358969
"(9, 11)",1428243149579472*x-2926362793159728
"(9, 13)",-8017722385309860*x+17921063538740760
"(9, 15)",-10152002542951800*x+22700400535956600
"(9, 17)",-14955544062811140*x+33441613086166530
"(9, 19)",-2355549470600430*x+5267168740626222
"(10, -22)",-127368175170790447360*x-284803897851988326720
"(10, -20)",(-26405793114309147684225*x-59045148403391128938925)/2
"(10, -18)",-7991398540523423464320*x-17869310371902982707840
"(10, -16)",23918448989707921659806*x+53483277857348109711342
"(10, -14)",5086669489817650252800*x+11374138758307019641600
"(10, -12)",2350229689916481637845*x+5255273349407703803265
"(10, -10)",-346549958472207892000*x-774909264764620092000
"(10, -8)",-3493832150684972122470*x-7812446189762267116390
"(10, -6)",625653631669962451200*x+1399004051947018742400
"(10, -4)",(-221328449407978982167*x-494905454022689909739)/2
"(10, -2)",-5047001064387697920*x-11285274264000976640
"(10, 0)",94707826470788740500*x+211771577644982548500
"(10, 2)",-9905595359664619520*x-22149501430982960640
"(10, 4)",(-256236821321705277*x-569316472870854889)/2
"(10, 6)",-68307414277540800*x-163047924650337600
"(10, 8)",-82284997889846470*x-126432515720376390
"(10, 10)",5709554232488000
"(10, 12)",7675068715906095*x-21559033077535485
"(10, 14)",18704201109020800*x-41981123442038400
"(10, 16)",88114148456890326*x-197037137065828858
"(10, 18)",-29440427786296320*x+65830806071612160
"(10, 20)",(-97279329783082075*x+217523194206495825)/2
"(10, 22)",-469226228609760*x+1049221743997280
"(11, -23)",-26446015949615935712870*x-59135089397384885579130
"(11, -21)",-134791894967774254642968*x-301403839963955058030588
"(11, -19)",-130344336008470909467210*x-291458795797014562866278
"(11, -17)",146922284366245091451160*x+328528215252478327787280
"(11, -15)",130583401025467342187400*x+291993361426048631458200
"(11, -13)",18841854531528623233740*x+42131667554448395547160
"(11, -11)",-25659021811143400648056*x-57375317007423806167656
"(11, -9)",2450183366203110850260*x+5478776571278621573112
"(11, -7)",-2637431047595586900870*x-5897475129993933497210
"(11, -5)",-2184608297647826548200*x-4884932296197168451200
"(11, -3)",232041518833605477150*x+518858771527701268050
"(11, -1)",-536716242608829584088*x-1200135158067610835168
"(11, 1)",70100416476659975020*x+156758139119712267252
"(11, 3)",111572344065750816900*x+249479522766567526800
"(11, 5)",-21953078055963265500*x-49052582522464565700
"(11, 7)",1301432336946979060*x+2953543943498307240
"(11, 9)",-422477345048829918*x-985055849221089858
"(11, 11)",422743021609868784
"(11, 13)",82284997889846470*x-126432515720376390
"(11, 15)",481805123384572800*x-1074066659066470800
"(11, 17)",541282356847971420*x-1210261398454657820
"(11, 19)",-480190124240899388*x+1073739211672990752
"(11, 21)",-496575321771996870*x+1110376173813913182
"(11, 23)",-97427511300621660*x+217854538146822520
"(12, -26)",22045005523084846304778*x+49294130913976025693802
"(12, -24)",53820011383210951833600*x+120345204002672171980800
"(12, -22)",-117121033765333450560090*x-261890593094333746946490
"(12, -20)",158219483576581704176640*x+353789520642148208117760
"(12, -18)",153356245965198941473800*x+342914990752365079520520
"(12, -16)",19167223085408469825600*x+42859213758914570414400
"(12, -14)",117128701338292650281934*x+261907738308841672751982
"(12, -12)",13232868241836183528960*x+29589592926847010664960
"(12, -10)",-117043990279811923127280*x-261718318643960792293680
"(12, -8)",15614025627588243417600*x+34914022582034539983360
"(12, -6)",13971800141075576647800*x+31241895214641758638200
"(12, -4)",-4163939879021344429056*x-9310854676728658249728
"(12, -2)",-3670655348215028570670*x-8207840217670157894670
"(12, 0)",74608648029543744000*x+166828779499537728000
"(12, 2)",323929050738499649250*x+724387852926503096130
"(12, 4)",124595465607526491648*x+278672533429949471232
"(12, 6)",-20048514627179118600*x-45060032754998497800
"(12, 8)",7564258322901788160*x+16656948264630197760
"(12, 10)",811672304734215600*x+3743302710811937520
"(12, 12)",-218016990136765440
"(12, 14)",422477345048829918*x-985055849221089858
"(12, 16)",68307414277540800*x-163047924650337600
"(12, 18)",564821086119104520*x-1263629384321746680
"(12, 20)",582885049390225920*x-1303360990267415040
"(12, 22)",-431475638653624650*x+964808726595529110
"(12, 24)",198273712651315200*x-443353499651635200
"(12, 26)",81214124230074234*x-181600302511558758
"(13, -29)",(2427893228399975082453*x+5428934300813767249007)/2
"(13, -27)",352286435276162635597500*x+787736416828579551439230
"(13, -25)",1504208429074616299319160*x+3363512299739013124489320
"(13, -23)",1363301198508423908528280*x+3048434153671770725865680
"(13, -21)",-88456047669269213540541*x-197793735609447100501503
"(13, -19)",34666181520309833261272*x+77515938399753076772283
"(13, -17)",-355902128885494423884450*x-795821353525017078650110
"(13, -15)",-337366755693781608238080*x-754374999086963963947680
"(13, -13)",-802578510356104575488005*x-1794620106485481817602255
"(13, -11)",-275985375990032449686156*x-617122061512704238641418
"(13, -9)",-5009368406979998914512*x-11201288012613467941488
"(13, -7)",-94413328238374966244800*x-211114619726434801203600
"(13, -5)",90474231095178925465080*x+202306538213825324456520
"(13, -3)",19648801834716855719040*x+43936087792173754442640
"(13, -1)",-8145609543518783536186*x-18214193540302911173958
"(13, 1)",3452558311068363673548*x+7720289282334375772952
"(13, 3)",-1894467150553056011400*x-4236481052047833207960
"(13, 5)",-441111122273366310960*x-987845055525769438080
"(13, 7)",-12279058069939315800*x-25901309821833118600
"(13, 9)",-16390342565765414016*x-36567388731352724448
"(13, 11)",-825336299380793917*x+2701465412892374817
"(13, 13)",13222813677165974570
"(13, 15)",-811672304734215600*x+3743302710811937520
"(13, 17)",-1301432336946979060*x+2953543943498307240
"(13, 19)",(256236821321705277*x-569316472870854889)/2
"(13, 21)",-325915629953058492*x+728580552397505382
"(13, 23)",5022423638814707900*x-11230471750645153020
"(13, 25)",5541525957479362560*x-12391228717250269680
"(13, 27)",1297828403314872555*x-2902032532941160695
"(13, 29)",4472197161895732*x-10000136862780489
"(14, -30)",513123227134808091072000*x+1147378416707495536396800
"(14, -28)",3143731039351341991333950*x+7029596306965667060549350
"(14, -26)",-2590931103434073452032000*x-5793498072297127047494400
"(14, -24)",-3113090429181669990019353*x-6961081819754209080780093
"(14, -22)",2688799474212378928669440*x+6012338402204571785980160
"(14, -20)",5956824758447188850568300*x+13319865089941546275756300
"(14, -18)",-2037650946315841840097280*x-4556326030378049310551040
"(14, -16)",-51953614877211606473925*x-116171814559040658809513
"(14, -14)",-379395116019774256192000*x-848353269774662323392000
"(14, -12)",-951509012015235021291240*x-2127638832528439878396360
"(14, -10)",-252650270806984347724800*x-564943179580674741734400
"(14, -8)",223715639127595815194335*x+500243382026015446141755
"(14, -6)",7433605759560750672000*x+16622035104716864188800
"(14, -4)",105980875788826626320682*x+236980396590511606831762
"(14, -2)",33069300634777264010240*x+73945262114589695016960
"(14, 0)",11143601305224235953000*x+24917666437861918161000
"(14, 2)",-3515835270986231124480*x-7862191494267256675840
"(14, 4)",2791717245220118399830*x+6240723455575749388782
"(14, 6)",770362777275094348800*x+1722461065632815020800
"(14, 8)",-321286051094845094655*x-722103258388813429595
"(14, 10)",-29911701688049433600*x-62722080348086246400
"(14, 12)",24336731136905635080*x+70095090606752830440
"(14, 14)",6250691819458688000
"(14, 16)",825336299380793917*x+2701465412892374817
"(14, 18)",-7564258322901788160*x+16656948264630197760
"(14, 20)",21953078055963265500*x-49052582522464565700
"(14, 22)",9905595359664619520*x-22149501430982960640
"(14, 24)",-11468672078842703415*x+25644725011047095277
"(14, 26)",-9545028181717238400*x+21343332170209769600
"(14, 28)",11581551336197072650*x-25897136073343125150
"(14, 30)",1890353507520076800*x-4226958944320051200
"(15, -33)",-75659111037916949427120*x-169178915397986967535740
"(15, -31)",7232004089586565620730206*x+16171252757872039682288202
"(15, -29)",4403707558837054402010256*x+9846989454589308373164912
"(15, -27)",-10726311146118805249732440*x-23984760870535328082026280
"(15, -25)",-25707681832883837298801000*x-57484124122264642895034000
"(15, -23)",-30285299748720765386309550*x-67719988957096916878440450
"(15, -21)",5456000756086457066787600*x+12199988575900415479687200
"(15, -19)",4444034388672081277830576*x+9937162987417191050279952
"(15, -17)",-7557544322010311324311680*x-16899182847040368674728560
"(15, -15)",-2029417828069661417607750*x-4537916218436920614695250
"(15, -13)",4109394082845137722669320*x+9188884517576487036979440
"(15, -11)",1494621363609347466680766*x+3342074972289317715058722
"(15, -9)",581951216015191160780400*x+1301282482877000417215800
"(15, -7)",508756761425832591433410*x+1137614702532723631541070
"(15, -5)",113242849832480708994900*x+253218666204886525696200
"(15, -3)",-41808305775238883198640*x-93486013891710116780880
"(15, -1)",10222503295088324240976*x+22858417551142604106132
"(15, 1)",-12459928597071656216754*x-27861415758581728395318
"(15, 3)",-12130095900982853535840*x-27123030199755655058880
"(15, 5)",2670234135538931917050*x+5968959320170267930950
"(15, 7)",3578678156397000060*x-379810928511481680
"(15, 9)",-257538088695681746100*x-585460560673616456700
"(15, 11)",-154452520492948137204*x-369990841707396770328
"(15, 13)",-106214886012758465580*x-305207676469413159060
"(15, 15)",33435500038217383500
"(15, 17)",-24336731136905635080*x+70095090606752830440
"(15, 19)",16390342565765414016*x-36567388731352724448
"(15, 21)",20048514627179118600*x-45060032754998497800
"(15, 23)",-111572344065750816900*x+249479522766567526800
"(15, 25)",-94707826470788740500*x+211771577644982548500
"(15, 27)",-39515885770853251440*x+88360216082804538720
"(15, 29)",16223323350630878496*x-36276453810424087488
"(15, 31)",26642809317928800936*x-59575132746423465348
"(15, 33)",-278729276639824170*x+623257609885991010
