numerator,(233*x-521)/2
denominator,14
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(121393*x+271443)/2
"(1, 1)",1
"(2, -4)",(32951280099*x+73681302247)/2
"(2, -2)",-725930140*x-1623229140
"(2, 0)",-13402725*x-29969625
"(2, 2)",-11960
"(2, 4)",(-121393*x+271443)/2
"(3, -5)",-3638089284900*x-8135014949250
"(3, -3)",-1378219037445*x-3081791455695
"(3, -1)",110543348676*x+247182354768
"(3, 1)",-5301153822*x-11851919058
"(3, 3)",-22706730
"(3, 5)",13402725*x-29969625
"(4, -8)",-197048654992020*x-440614187437060
"(4, -6)",-1438850553556470*x-3217367647215462
"(4, -4)",-252007358007264*x-563505583349664
"(4, -2)",-31680768075990*x-70840351537510
"(4, 0)",160296591000*x+358436715000
"(4, 2)",-32670998930*x-73576528290
"(4, 4)",-4151925696
"(4, 6)",5301153822*x-11851919058
"(4, 8)",725930140*x-1623229140
"(5, -11)",4472197161895732*x+10000136862780489
"(5, -9)",30006212893505646*x+67095931777209282
"(5, -7)",-8899994730631980*x-19900993217084960
"(5, -5)",(-16916403237728125*x-37826227575384375)/2
"(5, -3)",-3430889338026180*x-7671701738788710
"(5, -1)",341335024137984*x+763247964014848
"(5, 1)",-21430716173824*x-47914914536448
"(5, 3)",2702531252355*x+5986518267585
"(5, 5)",-139352378125
"(5, 7)",32670998930*x-73576528290
"(5, 9)",-110543348676*x+247182354768
"(5, 11)",(-32951280099*x+73681302247)/2
"(6, -12)",-374107910181183135*x-836530718085511155
"(6, -10)",43511547847404000*x+97294778793030000
"(6, -8)",730152301394972085*x+1632670179846863865
"(6, -6)",16483499687842200*x+36858225810112200
"(6, -4)",20780149973523405*x+46465827713348217
"(6, -2)",-1322098450164960*x-2956300963025280
"(6, 0)",304332057839250*x+680512183076250
"(6, 2)",63401799711120*x+141748951933680
"(6, 4)",-12828316758567*x-28342626724347
"(6, 6)",271572490800
"(6, 8)",-2702531252355*x+5986518267585
"(6, 10)",-160296591000*x+358436715000
"(6, 12)",1378219037445*x-3081791455695
"(7, -15)",-987533869747707975*x-2208192862839298125
"(7, -13)",-8599522761521952500*x-19229117468819798640
"(7, -11)",-5816876555347170048*x-13006931394481069312
"(7, -9)",-3461376635922178776*x-7739873453650270938
"(7, -7)",1133753771011682275*x+2535150501797666025
"(7, -5)",317721603969289800*x+710447103993438000
