numerator,(233*x-521)/2
denominator,420
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-121393*x-271443)/2
"(1, 1)",1
"(2, -4)",(32951280099*x+73681302247)/2
"(2, -2)",-301054640*x-673178640
"(2, 0)",-27827190*x-62223030
"(2, 2)",4960
"(2, 4)",(121393*x-271443)/2
"(3, -5)",7553468107980*x+16890068155320
"(3, -3)",-628525610730*x-1405425991230
"(3, -1)",49195790964*x+110005162272
"(3, 1)",-1788521922*x-4000067118
"(3, 3)",10355220
"(3, 5)",27827190*x-62223030
"(4, -8)",81719174645520*x+182729629572560
"(4, -6)",485530951864410*x+1085680213549002
"(4, -4)",63679139606016*x+142390884911616
"(4, -2)",9074128337310*x+20290367366990
"(4, 0)",-138022862400*x-308626228800
"(4, 2)",26241710630*x+58528748790
"(4, 4)",-1049140224
"(4, 6)",1788521922*x-4000067118
"(4, 8)",301054640*x-673178640
"(5, -11)",-4472197161895732*x-10000136862780489
"(5, -9)",-13353854875162974*x-29860127262531378
"(5, -7)",-7114054530201780*x-15907509525170960
"(5, -5)",(3221347951414675*x+7203152998738425)/2
"(5, -3)",-670914545295420*x-1500210529458390
"(5, -1)",-28255987258764*x-63182171548628
"(5, 1)",-8299339038824*x-18557420730528
"(5, 3)",-58041176895*x-118730421765
"(5, 5)",-26536521475
"(5, 7)",-26241710630*x+58528748790
"(5, 9)",-49195790964*x+110005162272
"(5, 11)",(-32951280099*x+73681302247)/2
"(6, -12)",170608877353383390*x+381493047327089670
"(6, -10)",37465201815580800*x+83774738050387200
"(6, -8)",15083956634614065*x+33728752404615285
"(6, -6)",-3117487029220800*x-6970912916500800
"(6, -4)",949005591746490*x+2122041035939202
"(6, -2)",244011123181440*x+545625604869120
"(6, 0)",-288156674431800*x-644333164716600
"(6, 2)",-8871068733120*x-19840332905280
"(6, 4)",-1317662531658*x-2962018252818
"(6, 6)",51361891200
"(6, 8)",58041176895*x-118730421765
"(6, 10)",138022862400*x-308626228800
"(6, 12)",628525610730*x-1405425991230
"(7, -15)",-2050336043606587950*x-4584690770222303730
"(7, -13)",-2463108592022727700*x-5507678247726615360
"(7, -11)",2252769230728244268*x+5037345137528260532
"(7, -9)",358619276172588984*x+801897079563737172
"(7, -7)",-463019430200449150*x-1035342920859526650
"(7, -5)",222597880913602080*x+497743992998623440
"(7, -3)",-18343486567291050*x-41017282276619430
"(7, -1)",-4958112594197812*x-11086658459121168
"(7, 1)",-1113289370367846*x-2489309023877578
"(7, 3)",-38439761009580*x-85651702112880
"(7, 5)",23374497074760*x+48599572031640
"(7, 7)",7628437063100
"(7, 9)",1317662531658*x-2962018252818
"(7, 11)",8299339038824*x-18557420730528
"(7, 13)",-9074128337310*x+20290367366990
"(7, 15)",-7553468107980*x+16890068155320
"(8, -16)",-17285256692075801088*x-38651008972014641664
"(8, -14)",7669881650141637628*x+17150376749094960732
"(8, -12)",2408233521247473600*x+5384973859203049920
"(8, -10)",-6122245728550476600*x-13689757623983079960
"(8, -8)",639103490723102720*x+1429078849953054720
"(8, -6)",-322693636092168096*x-721564906388848128
"(8, -4)",45007676553057600*x+100640222140270400
"(8, -2)",42336664826863900*x+94667633184772860
"(8, 0)",29194624349890560*x+65280683632158720
"(8, 2)",1657699642906860*x+3706031573813260
"(8, 4)",130158884724800*x+290302593998400
"(8, 6)",9747528159888*x+27112647010032
"(8, 8)",-10529494958080
"(8, 10)",-23374497074760*x+48599572031640
