numerator,1
denominator,1008000
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-1355414413284818707806219334980641909206506985133298906126314695019*x-3030798765787885926750669376248301920378831450495194518631655935391)/2
"(1, 1)",(1355414413284818707806219334980641909206506985133298906126314695019*x-3030798765787885926750669376248301920378831450495194518631655935391)/2
"(2, -4)",-110205086781944385902786875643974189123444020009821833609135707450020791004581556*x-246426065510691189977646590274049336984524390314644958079932061436550067019741893
"(2, -2)",-14294946051438247298907913981130068348402251130568233047802605354274013667440*x-31964471105708519456953569679299593376436266002430825345057666229355843114160
"(2, 0)",-531272717263742101747838445388925609144490896381535976829218469326889790
"(2, 2)",14294946051438247298907913981130068348402251130568233047802605354274013667440*x-31964471105708519456953569679299593376436266002430825345057666229355843114160
"(2, 4)",110205086781944385902786875643974189123444020009821833609135707450020791004581556*x-246426065510691189977646590274049336984524390314644958079932061436550067019741893
"(3, -5)",-19317995167425800760658544069757047828424203751044945934255657505867198382358579690195*x-43196350383376521544452436849008837635389542131956338655850751540321415172725352161065
"(3, -3)",-35496242761281878636802828319118536715226059707499533716071686675338510284978914755*x-79372011760062096881332393443359004358606696592550663624808967732736721367614924695
"(3, -1)",-27429333080906959743521336220183066131925141394861853164116657151035504550092702*x-61335763324051112251221445293405140944817731793014443641951571887583476085533706
"(3, 1)",27429333080906959743521336220183066131925141394861853164116657151035504550092702*x-61335763324051112251221445293405140944817731793014443641951571887583476085533706
"(3, 3)",35496242761281878636802828319118536715226059707499533716071686675338510284978914755*x-79372011760062096881332393443359004358606696592550663624808967732736721367614924695
"(3, 5)",19317995167425800760658544069757047828424203751044945934255657505867198382358579690195*x-43196350383376521544452436849008837635389542131956338655850751540321415172725352161065
"(4, -8)",-2324566943808830816082550934750373632804627003131061109606344251438817035692124185777109120*x-5197889704605479604781984953961766771189146619816959791830416306285936843658400195104259360
"(4, -6)",-69450092194521135921494932137307033703471429883947711538397414005595029396026533831187976*x-155295127190576807377208798482705818018378671418593870635299199096656386581636874432676036
"(4, -4)",-4676507288411104980661613547257770597835372541747060712786154593070552486200804046821632*x-10456988194160573827065320495393582714813107391638272568448172509026250623200066885358848
"(4, -2)",-10791896509139649414557451926310417577733458170001297697729298630590486767042542631720*x-24131422441487101740103782165392007689500466491608675666033347934091499116138036963740
"(4, 0)",-158207068987697684383074426976434517321919511346668580399141964354193019542726340800
"(4, 2)",10791896509139649414557451926310417577733458170001297697729298630590486767042542631720*x-24131422441487101740103782165392007689500466491608675666033347934091499116138036963740
"(4, 4)",4676507288411104980661613547257770597835372541747060712786154593070552486200804046821632*x-10456988194160573827065320495393582714813107391638272568448172509026250623200066885358848
"(4, 6)",69450092194521135921494932137307033703471429883947711538397414005595029396026533831187976*x-155295127190576807377208798482705818018378671418593870635299199096656386581636874432676036
"(4, 8)",2324566943808830816082550934750373632804627003131061109606344251438817035692124185777109120*x-5197889704605479604781984953961766771189146619816959791830416306285936843658400195104259360
"(5, -11)",(-35841912358545081297160410549704251520111732001302892855368503140228332972802276798637420836845*x-80144952477296617095843471020260491695014041073790672304826660609557157211951751570347974809351)/2
"(5, -9)",-4460479495793821225614658278135340380811956133098147008756578122447300824494722359749348152570*x-9973935364838971530101967466159294173492313159999502068715266587469676135604510360641798510946
"(5, -7)",-299653678679641349574988599163702513307264864252033991335390176149135237289118632316931390250*x-670045995235557484725181386040353501971836282954888386986741224618065193304685811893008572590
"(5, -5)",(-29057848459819526799995989764593064870846214302409759726595057325418974725949059220710409725*x-64975324436044827469525743944365483786513808036446147302797410259261275687422110764608458025)/2
"(5, -3)",-258606585523857658932628924154688798812189580682152228108836365852762483408854122045470875*x-578261918409947334921385559071016207334889397026234032248922615926931165128318581096131585
"(5, -1)",-6136366464591198320790248628986139244985445633885296060795123916287254800362613863854960*x-13740812009040651525147303638738286138468082457234121308625513727533839214657415648817136
"(5, 1)",6136366464591198320790248628986139244985445633885296060795123916287254800362613863854960*x-13740812009040651525147303638738286138468082457234121308625513727533839214657415648817136
"(5, 3)",258606585523857658932628924154688798812189580682152228108836365852762483408854122045470875*x-578261918409947334921385559071016207334889397026234032248922615926931165128318581096131585
"(5, 5)",(29057848459819526799995989764593064870846214302409759726595057325418974725949059220710409725*x-64975324436044827469525743944365483786513808036446147302797410259261275687422110764608458025)/2
"(5, 7)",299653678679641349574988599163702513307264864252033991335390176149135237289118632316931390250*x-670045995235557484725181386040353501971836282954888386986741224618065193304685811893008572590
"(5, 9)",4460479495793821225614658278135340380811956133098147008756578122447300824494722359749348152570*x-9973935364838971530101967466159294173492313159999502068715266587469676135604510360641798510946
"(5, 11)",(35841912358545081297160410549704251520111732001302892855368503140228332972802276798637420836845*x-80144952477296617095843471020260491695014041073790672304826660609557157211951751570347974809351)/2
"(6, -12)",-5772207342047820373976508561634445457713187337392803557204656695542975637391236709830894749827240*x-12907047997042306495989918361932755142406776174748677217186754845194912521339862679989393546026970
"(6, -10)",-5752682746250866674000714433872063973719679134708714052493736443928534032904243699233412466226400*x-12863389673607111341516508120741830927643241381828734748296446886445985724956265229231598284528800
"(6, -8)",-499955191904831968067892979264361150786677407687713279172840879796681703386662915390254937463680*x-1117933794803156848949920237132466207529800713552156754939891891782808125317955069934731269095310
"(6, -6)",-214017343312629510850517493356413143166370419108091266111122643354788780969994300631460837600*x-478557328010955497704016517867738695755800831823320622234576754954802855263824976964705026400
