numerator,(5702887*x-12752043)/2
denominator,25200
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-72723460248141*x-162614600673847)/2
"(1, 1)",1
"(2, -4)",(11825896447871834976429068427*x+26443508352314721186469779407)/2
"(2, -2)",453188704428438762941760*x+1013360749737049050921920
"(2, 0)",3895704077156059500*x+8711059136743927500
"(2, 2)",-12463342720
"(2, 4)",(72723460248141*x-162614600673847)/2
"(3, -5)",-633498362850206362744002069837000*x-1416545402967888850018122058020000
"(3, -3)",-999902008055466803360995084620*x-2235848860850566079827041957540
"(3, -1)",633576762427478825917800648*x+1416720709752077325478749708
"(3, 1)",-9194472599439549019986*x-20559465767030300754918
"(3, 3)",27498746749499640
"(3, 5)",-3895704077156059500*x+8711059136743927500
"(4, -8)",-73695100200528646973259300788016150720*x-164787253657040437724108943836119683520
"(4, -6)",1495155490798067028207436009988306790*x+3343269314356539164104678350120479838
"(4, -4)",-76478098836020631946433032043077632*x-171010227787289675005927612108038144
"(4, -2)",-516767646906242984511369187701090*x-1155527587054968204406768444980970
"(4, 0)",49796920788762616532550720000*x+111349299953844286719182400000
"(4, 2)",-49649173417280838296758230*x-111018912575860188294588430
"(4, 4)",2103257974113672904704
"(4, 6)",9194472599439549019986*x-20559465767030300754918
"(4, 8)",-453188704428438762941760*x+1013360749737049050921920
"(5, -11)",-961531714240472069833557386959154606040264*x-2150050275563598116265763258767014521697441
"(5, -9)",-103028832218373298925756582261932562272842*x-230379472482703153535545276041385553731758
"(5, -7)",8073679992270056260763477400544455309720*x+18053297291295822412923044417589974771180
"(5, -5)",(-909552414017188309436254143365055928125*x-2033821026841465631179056395060693434375)/2
"(5, -3)",6097011654000348724462761313198460520*x+13633332517953207333159747196292573430
"(5, -1)",-27423872402506108867079694301921068*x-61321642898284131128547678920752612
"(5, 1)",-84301668515164539563453706007152*x-188504261415807475090546896667288
"(5, 3)",9381538506379760765881263405*x+20977590157186630326115690695
"(5, 5)",12507001329607921467240625
"(5, 7)",49649173417280838296758230*x-111018912575860188294588430
"(5, 9)",-633576762427478825917800648*x+1416720709752077325478749708
"(5, 11)",(-11825896447871834976429068427*x+26443508352314721186469779407)/2
"(6, -12)",162598665752917480463979010331843906785933140*x+363581669674290510182213898274298079212956740
"(6, -10)",-8097706388851773268218656412505172469120000*x-18107021947306910222423223220187621875200000
"(6, -8)",-1525569040909609822599233486144191503208515*x-3411276079843045163686245041200423120327095
"(6, -6)",-13496117353105178427662239897454794713600*x-30178235833857711389577763242457854451200
"(6, -4)",2089060191146421760001644101392651187540*x+4671280596492103374389223813832536728292
"(6, -2)",53796924098139904894814892948598717440*x+120293579263837395287074298534713674240
"(6, 0)",117652951524479017323960495633060000*x+263079997362219359544815328437700000
"(6, 2)",-11751982492955839923497516144398080*x-26278231726116194460501112762103040
