numerator,(-1597*x+3571)/2
denominator,360
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-5702887*x-12752043)/2
"(1, 1)",1
"(2, -4)",(72723460248141*x+162614600673847)/2
"(2, -2)",-1927575806000*x-4310190534000
"(2, 0)",-5632539150*x-12594738450
"(2, 2)",676000
"(2, 4)",(5702887*x-12752043)/2
"(3, -5)",71826375807444300*x+160608658882891800
"(3, -3)",-2887509983109750*x-6456668607942750
"(3, -1)",-117970777311564*x-263790677623488
"(3, 1)",559846042302*x+1251895179822
"(3, 3)",1012648500
"(3, 5)",5632539150*x-12594738450
"(4, -8)",24580529563871658000*x+54963735027760286000
"(4, -6)",-7139298775592234550*x-15963957373905252858
"(4, -4)",-519242423806926336*x-1161061356434056704
"(4, -2)",15441452775174750*x+34528138075627250
"(4, 0)",-3807596465400000*x-8514043192200000
"(4, 2)",2899041821750*x+6477039272250
"(4, 4)",182098093056
"(4, 6)",-559846042302*x+1251895179822
"(4, 8)",1927575806000*x-4310190534000
"(5, -11)",-463686346096539499588*x-1036834190110356583689
"(5, -9)",1504368425580334567554*x+3363870062801961606162
"(5, -7)",-36953264516979160500*x-82630011450496334000
"(5, -5)",(174987492389199473125*x+391283928194481920625)/2
"(5, -3)",3969027839882572500*x+8875016054821796250
"(5, -1)",444446830140870804*x+993813319840751092
"(5, 1)",13511709538624984*x+30212945153287392
"(5, 3)",-727414840078125*x-1627940966600625
"(5, 5)",-30684018881875
"(5, 7)",-2899041821750*x+6477039272250
"(5, 9)",117970777311564*x-263790677623488
"(5, 11)",(-72723460248141*x+162614600673847)/2
"(6, -12)",36821651467544805719250*x+82335715725235076889750
"(6, -10)",48554630045832346800000*x+108571453404834856800000
"(6, -8)",9279994347354255931875*x+20750698191497912030625
"(6, -6)",-1951956748582191000000*x-4364707978969299000000
"(6, -4)",274258977148066205550*x+613261716337703311962
"(6, -2)",-79748245462617264000*x-178322498073477888000
"(6, 0)",-5703782321438775000*x-12754042999284825000
"(6, 2)",378455924596152000*x+846281141559672000
"(6, 4)",14090896187702178*x+31412019235137942
"(6, 6)",684550386000000
"(6, 8)",727414840078125*x-1627940966600625
"(6, 10)",3807596465400000*x-8514043192200000
"(6, 12)",2887509983109750*x-6456668607942750
"(7, -15)",-915933032830683801165750*x-2048088524246955603208950
"(7, -13)",-196910069768598702692500*x-440304301456812983244000
"(7, -11)",-172301456593225815971508*x-385277769564682254892948
