numerator,(-1597*x+3571)/2
denominator,132480
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(-5702887*x-12752043)/2
"(1, 1)",1
"(2, -4)",(72723460248141*x+162614600673847)/2
"(2, -2)",5627951064820*x+12584481154980
"(2, 0)",9746570850*x+21793991550
"(2, 2)",-1973720
"(2, 4)",(5702887*x-12752043)/2
"(3, -5)",-124288680835175700*x-277917939181228200
"(3, -3)",-40509533537603910*x-90582070726890990
"(3, -1)",2319049664982996*x+5185552699820352
"(3, 1)",-16310814247698*x-36472902715938
"(3, 3)",14206675860
"(3, 5)",-9746570850*x+21793991550
"(4, -8)",-71767873980480427260*x-160477844820992650420
"(4, -6)",207998523701322530010*x+465098838215758340982
"(4, -4)",-77361170741796772416*x-172984836597627541824
"(4, -2)",-1259897235597875730*x-2817215863289084830
"(4, 0)",5617601453994000*x+12561336751542000
"(4, 2)",-490071449356090*x-1095391229177430
"(4, 4)",27130529060736
"(4, 6)",16310814247698*x-36472902715938
"(4, 8)",-5627951064820*x+12584481154980
"(5, -11)",-463686346096539499588*x-1036834190110356583689
"(5, -9)",-29572621063309573508526*x-66126390970402318263198
"(5, -7)",6248152298025584116140*x+13971293272156731074320
"(5, -5)",(-18955461240292776984875*x-42385699878157646241375)/2
"(5, -3)",-874744700399566026540*x-1955988613043827751670
"(5, -1)",-7701801053721028716*x-17221746930120584588
"(5, 1)",-10764710638955680616*x-24070622045802101088
"(5, 3)",-20853718269574965*x-46323559046971545
"(5, 5)",3323836022052125
"(5, 7)",490071449356090*x-1095391229177430
"(5, 9)",-2319049664982996*x+5185552699820352
"(5, 11)",(-72723460248141*x+162614600673847)/2
"(6, -12)",516579313581467177288130*x+1155106460938340954116710
"(6, -10)",-71635889680592555748000*x-160182718954480651848000
"(6, -8)",265052767383105979376955*x+592676005493063989368105
"(6, -6)",405158687030922716365200*x+905962365875716774462800
"(6, -4)",210482716060748634716190*x+470653661203048761814122
"(6, -2)",13970045960196254880*x+31238003539752130560
"(6, 0)",597078238231912293000*x+1335107319177306699000
"(6, 2)",-88748203738962103440*x-198447021340611770640
"(6, 4)",-6906971011852547022*x-15518272898449274298
"(6, 6)",-142088975997919200
"(6, 8)",20853718269574965*x-46323559046971545
"(6, 10)",-5617601453994000*x+12561336751542000
"(6, 12)",40509533537603910*x-90582070726890990
"(7, -15)",1584934602423426692384250*x+3544021510910385005221050
"(7, -13)",16066263723435170568260300*x+35925257830039922411985120
"(7, -11)",137272045248719260588469772*x+306949624586563292685107372
"(7, -9)",88288474058957937918782136*x+197419029625556730405076692
"(7, -7)",-5357706983225272056384850*x-11980197018017181113656650
"(7, -5)",8899642766127865141720800*x+19900206200559438823539600
"(7, -3)",-43420765655336106619050*x-97091784195381154449690
"(7, -1)",-168916283935301294487508*x-377708303730326744264688
"(7, 1)",29496280285179524387706*x+65955747039916699789802
"(7, 3)",1582437717348709517940*x+3538453533795058614960
"(7, 5)",-94168304317271615400*x-213687830641425827400
"(7, 7)",1878945517673863100
"(7, 9)",6906971011852547022*x-15518272898449274298
"(7, 11)",10764710638955680616*x-24070622045802101088
"(7, 13)",1259897235597875730*x-2817215863289084830
"(7, 15)",124288680835175700*x-277917939181228200
"(8, -16)",986512975829734339110045888*x+2205910074640892980794885696
"(8, -14)",98213687449785229234986172*x+219612481458637735653414372
"(8, -12)",1131720924222051478633582800*x+2530604918119395405755286960
"(8, -10)",1209737908657061147401983000*x+2705056198715620293491838600
"(8, -8)",1801090740888395322628567040*x+4027361330271961439032258560
"(8, -6)",503283419496772553376254736*x+1125375937943880543029791632
"(8, -4)",74866620670688723186655600*x+167406853043894706017507600
"(8, -2)",16768837358188626180444700*x+37496260285371635515467780
"(8, 0)",-1289565309275398665734400*x-2883555240715371719059200
"(8, 2)",-139217213592971463979380*x-311305034055991813215020
"(8, 4)",61186944687631686474800*x+136791911965634152779600
"(8, 6)",-1540558261871869207968*x-3621294274003479595008
"(8, 8)",-631641742467769507840
"(8, 10)",94168304317271615400*x-213687830641425827400
"(8, 12)",88748203738962103440*x-198447021340611770640
"(8, 14)",7701801053721028716*x-17221746930120584588
"(8, 16)",77361170741796772416*x-172984836597627541824
"(9, -19)",-2652406118175767748742062732*x-5930960384177357168908410288
