numerator,(-1597*x+3571)/2
denominator,18
"(v, u)","a(v, u)"
"(0, 0)",0
"(1, -1)",(5702887*x+12752043)/2
"(1, 1)",1
"(2, -4)",(72723460248141*x+162614600673847)/2
"(2, -2)",-2115542961520*x-4730497871280
"(2, 0)",5277277365*x+11800352775
"(2, 2)",-741920
"(2, 4)",(-5702887*x+12752043)/2
"(3, -5)",67296073158684060*x+150478594201616550
"(3, -3)",-1579585099485735*x-3532059658695915
"(3, -1)",-141796220670876*x-317065988868672
"(3, 1)",-1414397328198*x-3162738300918
"(3, 3)",-553959810
"(3, 5)",-5277277365*x+11800352775
"(4, -8)",-26977494813650385360*x-60323512265970283120
"(4, -6)",-18036597344486679390*x-40331057745064406802
"(4, -4)",3425362779404127744*x+7659344022345340416
"(4, -2)",-29354520350582670*x-65638702950728770
"(4, 0)",-14072319436144800*x-31466667795468000
"(4, 2)",216269967910*x+473299732170
"(4, 4)",1201273242624
"(4, 6)",1414397328198*x-3162738300918
"(4, 8)",2115542961520*x-4730497871280
"(5, -11)",463686346096539499588*x+1036834190110356583689
"(5, -9)",-1808191504646896927866*x-4043239120728088395978
"(5, -7)",2728529410046357460*x+6101177239471052080
"(5, -5)",(232399038892772127125*x+519660048869862326625)/2
"(5, -3)",-42108677899530185940*x-94157866227506572470
"(5, -1)",275419284956725776*x+615856198475018128
"(5, 1)",-128322409763912416*x-286937534679270528
"(5, 3)",-4313831824422735*x-9660788698006155
"(5, 5)",40751121123875
"(5, 7)",-216269967910*x+473299732170
"(5, 9)",141796220670876*x-317065988868672
"(5, 11)",(-72723460248141*x+162614600673847)/2
"(6, -12)",-20142937110801370606605*x-45040976646255078044535
"(6, -10)",-179450836631773679971200*x-401264269327855345656000
"(6, -8)",-55052277597706697083545*x-123100635024660996252195
"(6, -6)",-10810204099826545216800*x-24172351217859374935200
"(6, -4)",421105915405248814335*x+941621452548091025277
"(6, -2)",-125615763264209278080*x-280885384740551669760
"(6, 0)",21461022537337027350*x+47988312786512507250
"(6, 2)",2748063292386260160*x+6144812274853882560
"(6, 4)",-72235061615030853*x-161374826468017407
"(6, 6)",-3791133894052800
"(6, 8)",4313831824422735*x-9660788698006155
"(6, 10)",14072319436144800*x-31466667795468000
"(6, 12)",1579585099485735*x-3532059658695915
"(7, -15)",858162418650679679257215*x+1918909503838553114758875
"(7, -13)",-374330105754789012926900*x-837027562492393456109280
"(7, -11)",-1636372611753746020340112*x-3659040396400247456706832
"(7, -9)",-920723505907117634968344*x-2058800347690244189837778
"(7, -7)",119437032965079516923425*x+267069324740804350187325
